city,state,2020census,latitude,longitude,timezone,date,condition,description,moon_phase,pressure,pct_humidity,dew_point,uv_index,pct_clouds,rainfall,snowfall,temperature.day,temperature.min,temperature.max,temperature.night,temperature.eve,temperature.morn,wind.speed,wind.direction_deg,wind.gust
New York,New York,8804190,40.7127281,-74.0060152,America/New_York,2021-10-19,Clear,clear sky,0.47,1016,38,35.2,3.32,0,0.0,0.0,61.16,50.32,67.53,61.65,63.82,50.45,16.35,291,31.52
New York,New York,8804190,40.7127281,-74.0060152,America/New_York,2021-10-20,Clouds,scattered clouds,0.5,1016,45,48.34,3.49,27,0.0,0.0,71.13,58.55,75.0,65.25,71.89,58.68,12.68,289,31.52
New York,New York,8804190,40.7127281,-74.0060152,America/New_York,2021-10-21,Clouds,broken clouds,0.53,1016,44,46.96,3.32,84,0.0,0.0,69.96,60.12,74.16,67.21,71.71,60.48,13.0,208,33.58
New York,New York,8804190,40.7127281,-74.0060152,America/New_York,2021-10-22,Clouds,scattered clouds,0.56,1014,50,47.93,2.44,27,0.0,0.0,67.17,59.32,68.2,59.32,65.68,62.19,14.05,220,34.05
New York,New York,8804190,40.7127281,-74.0060152,America/New_York,2021-10-23,Rain,light rain,0.59,1016,44,37.71,1.68,51,0.37,0.0,59.79,53.04,61.3,53.04,59.22,57.63,11.16,315,16.49
New York,New York,8804190,40.7127281,-74.0060152,America/New_York,2021-10-24,Clear,clear sky,0.62,1019,46,35.49,2.0,9,0.0,0.0,55.85,48.72,60.4,48.72,56.82,51.24,15.35,330,24.52
New York,New York,8804190,40.7127281,-74.0060152,America/New_York,2021-10-25,Clear,clear sky,0.65,1028,40,26.28,2.0,5,0.0,0.0,49.68,43.54,56.89,55.42,56.89,44.47,13.73,344,21.5
New York,New York,8804190,40.7127281,-74.0060152,America/New_York,2021-10-26,Rain,moderate rain,0.68,1022,84,48.34,2.0,100,8.32,0.0,53.19,49.84,57.88,57.88,56.26,49.84,9.28,122,16.17
Los Angeles,California,3898747,34.0536909,-118.242766,America/Los_Angeles,2021-10-19,Clear,clear sky,0.47,1017,44,42.01,4.88,0,0.0,0.0,65.73,57.07,68.4,60.96,65.59,57.18,8.66,236,7.05
Los Angeles,California,3898747,34.0536909,-118.242766,America/Los_Angeles,2021-10-20,Clouds,few clouds,0.5,1019,40,43.63,4.92,12,0.0,0.0,69.94,59.94,73.15,64.89,66.97,60.12,9.8,242,8.84
Los Angeles,California,3898747,34.0536909,-118.242766,America/Los_Angeles,2021-10-21,Clouds,overcast clouds,0.54,1019,29,39.13,4.48,100,0.0,0.0,74.68,63.66,77.61,67.17,70.83,63.72,7.94,240,6.17
Los Angeles,California,3898747,34.0536909,-118.242766,America/Los_Angeles,2021-10-22,Clouds,broken clouds,0.57,1016,44,45.64,4.89,51,0.0,0.0,69.91,62.96,74.68,63.61,70.66,63.57,7.96,223,8.32
Los Angeles,California,3898747,34.0536909,-118.242766,America/Los_Angeles,2021-10-23,Clouds,overcast clouds,0.6,1012,58,48.38,4.7,100,0.0,0.0,64.56,60.82,67.87,61.27,66.67,62.53,7.83,226,8.12
Los Angeles,California,3898747,34.0536909,-118.242766,America/Los_Angeles,2021-10-24,Rain,light rain,0.63,1012,62,49.21,5.0,62,2.61,0.0,63.54,59.45,67.57,62.96,66.15,59.45,10.98,162,16.35
Los Angeles,California,3898747,34.0536909,-118.242766,America/Los_Angeles,2021-10-25,Rain,moderate rain,0.66,1009,80,52.99,5.0,100,20.04,0.0,60.3,59.27,64.4,59.27,63.45,63.34,15.79,174,25.19
Los Angeles,California,3898747,34.0536909,-118.242766,America/Los_Angeles,2021-10-26,Clear,clear sky,0.69,1019,51,44.55,5.0,0,0.0,0.0,63.73,57.87,69.39,62.8,68.02,57.87,8.05,219,7.18
Chicago,Illinois,2746388,41.8755616,-87.6244212,America/Chicago,2021-10-19,Clouds,broken clouds,0.47,1019,41,42.67,3.2,83,0.0,0.0,67.6,57.96,69.96,61.74,63.75,58.53,11.32,212,24.56
Chicago,Illinois,2746388,41.8755616,-87.6244212,America/Chicago,2021-10-20,Rain,light rain,0.5,1016,44,44.58,3.17,26,1.31,0.0,67.91,58.59,71.01,64.71,67.77,59.13,13.65,198,29.8
Chicago,Illinois,2746388,41.8755616,-87.6244212,America/Chicago,2021-10-21,Clouds,overcast clouds,0.53,1012,70,46.02,1.76,98,0.0,0.0,55.62,53.6,64.83,53.6,55.11,56.21,15.64,249,29.8
Chicago,Illinois,2746388,41.8755616,-87.6244212,America/Chicago,2021-10-22,Clouds,overcast clouds,0.56,1018,44,33.84,2.5,100,0.0,0.0,55.53,50.04,57.34,54.5,55.72,50.25,7.47,343,8.46
Chicago,Illinois,2746388,41.8755616,-87.6244212,America/Chicago,2021-10-23,Clear,clear sky,0.59,1018,37,27.46,2.86,5,0.0,0.0,54.88,49.03,54.88,51.53,52.07,49.03,10.6,29,12.19
Chicago,Illinois,2746388,41.8755616,-87.6244212,America/Chicago,2021-10-24,Rain,light rain,0.62,1020,53,36.05,3.0,100,0.77,0.0,53.11,49.33,53.85,53.55,53.85,49.33,22.1,117,36.53
Chicago,Illinois,2746388,41.8755616,-87.6244212,America/Chicago,2021-10-25,Rain,moderate rain,0.65,1009,90,63.27,3.0,100,11.63,0.0,66.27,52.41,72.07,61.99,65.37,56.7,22.01,130,42.59
Chicago,Illinois,2746388,41.8755616,-87.6244212,America/Chicago,2021-10-26,Clouds,broken clouds,0.68,1008,68,64.74,3.0,68,0.0,0.0,76.42,60.49,78.57,73.15,75.09,61.27,13.85,204,27.78
Houston,Texas,2304580,29.7589382,-95.3676974,America/Chicago,2021-10-19,Clouds,scattered clouds,0.47,1018,56,62.56,5.59,50,0.0,0.0,79.5,63.34,81.55,73.24,74.23,63.34,9.35,137,17.31
Houston,Texas,2304580,29.7589382,-95.3676974,America/Chicago,2021-10-20,Clouds,overcast clouds,0.5,1018,61,68.56,5.65,100,0.0,0.0,83.08,69.73,84.9,74.37,78.75,69.73,6.22,124,16.87
Houston,Texas,2304580,29.7589382,-95.3676974,America/Chicago,2021-10-21,Clouds,overcast clouds,0.53,1019,55,67.14,5.8,98,0.0,0.0,85.17,71.13,87.84,76.75,81.27,71.13,8.14,143,13.49
Houston,Texas,2304580,29.7589382,-95.3676974,America/Chicago,2021-10-22,Rain,light rain,0.56,1016,51,65.95,5.67,17,0.42,0.0,86.4,72.66,86.4,76.12,79.59,72.66,8.99,145,14.81
Houston,Texas,2304580,29.7589382,-95.3676974,America/Chicago,2021-10-23,Rain,light rain,0.59,1013,53,66.99,5.33,12,0.68,0.0,85.91,72.77,85.91,76.42,78.76,72.77,10.65,141,18.68
Houston,Texas,2304580,29.7589382,-95.3676974,America/Chicago,2021-10-24,Rain,light rain,0.62,1011,60,69.8,6.0,66,2.82,0.0,85.42,73.96,85.42,77.23,79.03,73.96,11.43,164,19.91
Houston,Texas,2304580,29.7589382,-95.3676974,America/Chicago,2021-10-25,Clouds,overcast clouds,0.65,1016,62,70.75,6.0,100,0.0,0.0,85.41,75.54,85.41,79.14,80.82,75.54,10.94,148,18.21
Houston,Texas,2304580,29.7589382,-95.3676974,America/Chicago,2021-10-26,Rain,moderate rain,0.68,1012,77,75.06,6.0,99,16.07,0.0,83.12,76.44,83.12,77.49,78.57,76.44,13.91,173,29.01
Phoenix,Arizona,1608139,33.4484367,-112.0741417,America/Phoenix,2021-10-19,Clear,clear sky,0.47,1014,35,44.35,4.79,0,0.0,0.0,73.74,66.02,76.69,73.58,76.15,66.02,6.62,250,8.21
Phoenix,Arizona,1608139,33.4484367,-112.0741417,America/Phoenix,2021-10-20,Clouds,broken clouds,0.5,1017,26,40.71,4.68,64,0.0,0.0,78.67,68.85,81.93,76.46,79.9,69.01,4.38,79,4.9
Phoenix,Arizona,1608139,33.4484367,-112.0741417,America/Phoenix,2021-10-21,Clouds,broken clouds,0.54,1017,18,34.68,4.76,54,0.0,0.0,81.63,70.48,85.8,78.76,83.77,70.63,4.18,302,5.35
Phoenix,Arizona,1608139,33.4484367,-112.0741417,America/Phoenix,2021-10-22,Clouds,few clouds,0.57,1013,16,30.29,4.94,12,0.0,0.0,81.57,71.94,86.27,78.73,86.27,72.34,4.34,253,5.77
Phoenix,Arizona,1608139,33.4484367,-112.0741417,America/Phoenix,2021-10-23,Clouds,overcast clouds,0.6,1008,18,31.6,4.32,91,0.0,0.0,78.55,73.08,82.04,73.4,81.41,73.08,9.46,253,12.06
Phoenix,Arizona,1608139,33.4484367,-112.0741417,America/Phoenix,2021-10-24,Clear,clear sky,0.63,1009,31,41.5,5.0,2,0.0,0.0,74.16,68.45,79.99,75.02,79.99,68.45,4.94,231,7.25
Phoenix,Arizona,1608139,33.4484367,-112.0741417,America/Phoenix,2021-10-25,Clouds,few clouds,0.66,1008,27,41.74,5.0,11,0.0,0.0,79.11,71.55,84.16,73.89,83.19,71.55,16.06,248,19.66
Phoenix,Arizona,1608139,33.4484367,-112.0741417,America/Phoenix,2021-10-26,Clouds,scattered clouds,0.69,1015,34,40.15,5.0,34,0.0,0.0,70.7,65.3,75.2,67.44,74.14,66.2,12.66,295,15.14
Philadelphia,Pennsylvania,1603797,39.9527237,-75.1635262,America/New_York,2021-10-19,Clear,clear sky,0.47,1018,34,32.59,3.43,0,0.0,0.0,61.34,48.88,67.14,59.7,62.11,49.3,12.28,285,30.67
Philadelphia,Pennsylvania,1603797,39.9527237,-75.1635262,America/New_York,2021-10-20,Clouds,scattered clouds,0.5,1018,49,49.48,3.62,29,0.0,0.0,69.71,56.21,73.65,61.59,68.04,56.34,10.92,287,31.12
Philadelphia,Pennsylvania,1603797,39.9527237,-75.1635262,America/New_York,2021-10-21,Clouds,overcast clouds,0.53,1016,42,46.24,3.55,96,0.0,0.0,70.79,57.11,75.2,67.14,69.84,57.51,11.99,223,34.09
Philadelphia,Pennsylvania,1603797,39.9527237,-75.1635262,America/New_York,2021-10-22,Rain,light rain,0.56,1015,52,48.67,2.91,14,0.17,0.0,66.99,58.33,69.42,58.33,66.6,60.37,10.07,226,28.68
Philadelphia,Pennsylvania,1603797,39.9527237,-75.1635262,America/New_York,2021-10-23,Rain,light rain,0.59,1016,49,43.48,2.14,69,2.2,0.0,63.01,51.82,63.01,51.82,61.05,56.95,9.1,306,21.05
Philadelphia,Pennsylvania,1603797,39.9527237,-75.1635262,America/New_York,2021-10-24,Clear,clear sky,0.62,1020,55,40.03,3.0,0,0.0,0.0,56.1,49.44,59.5,50.63,55.92,50.23,11.16,301,22.79
Philadelphia,Pennsylvania,1603797,39.9527237,-75.1635262,America/New_York,2021-10-25,Clouds,broken clouds,0.65,1029,41,27.14,3.0,51,0.0,0.0,50.25,43.05,57.88,54.07,57.67,43.83,10.92,336,21.63
Philadelphia,Pennsylvania,1603797,39.9527237,-75.1635262,America/New_York,2021-10-26,Rain,moderate rain,0.68,1021,95,50.85,3.0,100,10.43,0.0,52.59,49.26,55.83,55.56,55.83,49.26,7.38,159,20.18
San Antonio,Texas,1434625,29.4246002,-98.4951405,America/Chicago,2021-10-19,Clouds,few clouds,0.47,1016,57,61.7,6.16,20,0.0,0.0,78.22,62.4,81.55,72.63,75.67,62.4,11.81,153,24.11
San Antonio,Texas,1434625,29.4246002,-98.4951405,America/Chicago,2021-10-20,Clouds,scattered clouds,0.5,1018,59,65.43,5.99,38,0.0,0.0,81.39,66.76,84.63,72.99,78.64,66.76,8.25,141,22.66
San Antonio,Texas,1434625,29.4246002,-98.4951405,America/Chicago,2021-10-21,Clouds,broken clouds,0.53,1018,49,60.84,5.74,60,0.0,0.0,81.97,67.84,85.08,72.46,78.35,67.84,7.47,112,13.04
San Antonio,Texas,1434625,29.4246002,-98.4951405,America/Chicago,2021-10-22,Clouds,few clouds,0.56,1016,58,65.7,5.97,24,0.0,0.0,81.95,67.06,84.54,76.87,79.02,67.06,6.04,146,10.16
San Antonio,Texas,1434625,29.4246002,-98.4951405,America/Chicago,2021-10-23,Rain,light rain,0.59,1012,55,65.97,5.54,64,0.45,0.0,84.06,69.93,86.4,76.66,79.39,70.25,12.77,139,24.49
San Antonio,Texas,1434625,29.4246002,-98.4951405,America/Chicago,2021-10-24,Rain,light rain,0.62,1009,62,68.32,6.0,98,0.69,0.0,82.92,71.96,84.54,76.73,79.45,72.41,14.12,174,24.47
San Antonio,Texas,1434625,29.4246002,-98.4951405,America/Chicago,2021-10-25,Rain,moderate rain,0.65,1014,69,71.31,6.0,100,7.01,0.0,82.87,73.87,82.87,73.87,76.55,74.05,13.47,161,24.87
San Antonio,Texas,1434625,29.4246002,-98.4951405,America/Chicago,2021-10-26,Rain,moderate rain,0.68,1010,79,73.18,6.0,87,25.53,0.0,80.46,71.76,82.62,75.79,79.18,72.45,15.7,192,26.91
San Diego,California,1386932,32.7174202,-117.1627728,America/Los_Angeles,2021-10-19,Clear,clear sky,0.47,1017,53,45.27,5.1,0,0.0,0.0,63.91,58.48,64.89,61.97,64.26,58.73,8.7,260,6.04
San Diego,California,1386932,32.7174202,-117.1627728,America/Los_Angeles,2021-10-20,Clouds,scattered clouds,0.5,1019,54,49.14,4.99,26,0.0,0.0,67.35,61.11,68.67,64.22,66.04,61.11,10.11,303,10.2
San Diego,California,1386932,32.7174202,-117.1627728,America/Los_Angeles,2021-10-21,Clouds,overcast clouds,0.54,1019,53,50.38,4.78,94,0.0,0.0,69.75,62.38,70.86,66.04,68.41,62.6,8.72,338,10.54
San Diego,California,1386932,32.7174202,-117.1627728,America/Los_Angeles,2021-10-22,Clear,clear sky,0.57,1016,63,53.28,5.08,2,0.0,0.0,67.86,63.46,68.11,64.27,66.69,63.61,9.15,288,9.24
San Diego,California,1386932,32.7174202,-117.1627728,America/Los_Angeles,2021-10-23,Rain,light rain,0.6,1013,62,50.05,3.28,100,0.24,0.0,63.95,62.33,64.42,62.33,62.55,63.25,11.59,274,11.77
San Diego,California,1386932,32.7174202,-117.1627728,America/Los_Angeles,2021-10-24,Clouds,overcast clouds,0.63,1012,68,52.86,4.0,90,0.0,0.0,64.44,61.36,65.98,65.34,65.32,61.36,9.78,284,11.36
San Diego,California,1386932,32.7174202,-117.1627728,America/Los_Angeles,2021-10-25,Rain,light rain,0.66,1011,85,60.62,4.0,93,3.53,0.0,65.66,61.23,65.66,61.23,63.12,65.1,16.31,203,21.94
San Diego,California,1386932,32.7174202,-117.1627728,America/Los_Angeles,2021-10-26,Rain,light rain,0.69,1020,66,51.71,4.0,42,0.15,0.0,63.66,60.01,65.25,61.99,64.02,60.01,9.57,285,9.91
Dallas,Texas,1304379,32.7762719,-96.7968559,America/Chicago,2021-10-19,Clouds,few clouds,0.47,1017,46,52.75,5.14,12,0.0,0.0,74.73,60.66,78.73,72.5,73.81,61.02,12.88,167,25.5
Dallas,Texas,1304379,32.7762719,-96.7968559,America/Chicago,2021-10-20,Rain,light rain,0.5,1018,55,62.73,5.07,40,0.43,0.0,80.31,66.52,84.02,75.51,79.92,66.58,10.4,178,27.74
Dallas,Texas,1304379,32.7762719,-96.7968559,America/Chicago,2021-10-21,Rain,light rain,0.53,1020,61,60.73,4.58,100,2.96,0.0,75.54,68.56,79.21,72.36,76.91,68.81,5.7,18,13.67
Dallas,Texas,1304379,32.7762719,-96.7968559,America/Chicago,2021-10-22,Rain,moderate rain,0.56,1016,57,63.79,4.92,53,4.65,0.0,80.82,66.92,84.43,77.23,80.82,67.28,5.84,179,13.51
Dallas,Texas,1304379,32.7762719,-96.7968559,America/Chicago,2021-10-23,Clear,clear sky,0.59,1012,53,63.93,5.03,2,0.0,0.0,82.65,70.56,86.18,78.17,81.97,70.56,10.83,181,25.59
Dallas,Texas,1304379,32.7762719,-96.7968559,America/Chicago,2021-10-24,Clouds,overcast clouds,0.62,1010,76,68.14,6.0,100,0.0,0.0,76.37,70.79,82.06,78.31,80.01,70.79,13.85,173,29.73
Dallas,Texas,1304379,32.7762719,-96.7968559,America/Chicago,2021-10-25,Clouds,overcast clouds,0.65,1014,71,69.75,6.0,100,0.0,0.0,80.26,72.61,85.44,79.81,81.63,72.61,12.3,183,28.1
Dallas,Texas,1304379,32.7762719,-96.7968559,America/Chicago,2021-10-26,Rain,moderate rain,0.68,1008,95,70.9,6.0,100,24.82,0.0,72.57,71.83,77.83,74.37,75.42,73.71,16.24,167,37.56
San Jose,California,1013240,37.3361905,-121.890583,America/Los_Angeles,2021-10-19,Clouds,scattered clouds,0.47,1016,37,37.02,3.54,36,0.0,0.0,66.16,48.25,68.05,56.75,62.92,48.25,7.81,200,16.06
San Jose,California,1013240,37.3361905,-121.890583,America/Los_Angeles,2021-10-20,Rain,light rain,0.5,1018,51,46.89,1.3,100,0.97,0.0,67.53,57.11,67.53,61.29,63.27,58.35,7.63,150,17.65
San Jose,California,1013240,37.3361905,-121.890583,America/Los_Angeles,2021-10-21,Rain,light rain,0.54,1020,75,59.65,3.2,90,2.26,0.0,70.16,61.2,75.25,61.43,69.57,62.06,5.91,211,11.34
San Jose,California,1013240,37.3361905,-121.890583,America/Los_Angeles,2021-10-22,Rain,heavy intensity rain,0.57,1016,93,53.94,2.49,100,13.99,0.0,58.12,55.15,62.65,55.15,62.53,59.41,9.15,152,26.66
San Jose,California,1013240,37.3361905,-121.890583,America/Los_Angeles,2021-10-23,Clouds,scattered clouds,0.6,1013,56,44.53,3.35,43,0.0,0.0,62.58,51.96,62.58,55.8,58.68,52.18,6.17,158,10.69
San Jose,California,1013240,37.3361905,-121.890583,America/Los_Angeles,2021-10-24,Rain,heavy intensity rain,0.63,1004,84,48.92,4.0,100,49.87,0.0,56.07,55.78,60.31,57.88,59.9,56.61,12.3,145,32.68
San Jose,California,1013240,37.3361905,-121.890583,America/Los_Angeles,2021-10-25,Rain,light rain,0.66,1008,71,46.26,4.0,54,5.74,0.0,57.76,50.77,57.76,51.3,53.55,51.51,9.44,230,16.69
San Jose,California,1013240,37.3361905,-121.890583,America/Los_Angeles,2021-10-26,Clear,clear sky,0.69,1023,65,46.08,4.0,8,0.0,0.0,59.74,49.28,64.18,53.8,62.53,49.28,7.16,329,9.95
Austin,Texas,961855,30.2711286,-97.7436995,America/Chicago,2021-10-19,Clouds,overcast clouds,0.47,1017,57,60.51,5.64,100,0.0,0.0,77.32,60.62,80.67,72.16,75.25,60.62,11.3,156,25.48
Austin,Texas,961855,30.2711286,-97.7436995,America/Chicago,2021-10-20,Clouds,broken clouds,0.5,1018,56,63.81,5.64,80,0.0,0.0,81.12,65.82,83.95,73.2,78.66,65.82,8.41,164,23.82
Austin,Texas,961855,30.2711286,-97.7436995,America/Chicago,2021-10-21,Clouds,broken clouds,0.53,1019,54,64.09,5.44,83,0.0,0.0,82.47,68.97,85.21,73.58,79.65,68.97,7.0,126,11.3
Austin,Texas,961855,30.2711286,-97.7436995,America/Chicago,2021-10-22,Clouds,few clouds,0.56,1016,46,59.61,5.65,13,0.0,0.0,82.62,68.07,85.24,75.83,79.97,68.14,7.23,173,14.23
Austin,Texas,961855,30.2711286,-97.7436995,America/Chicago,2021-10-23,Rain,light rain,0.59,1012,57,65.86,5.42,90,0.83,0.0,83.21,69.94,84.58,74.93,79.27,70.21,10.13,165,24.85
Austin,Texas,961855,30.2711286,-97.7436995,America/Chicago,2021-10-24,Rain,light rain,0.62,1010,64,69.39,6.0,100,0.92,0.0,83.03,71.49,83.71,76.1,79.74,72.27,12.44,180,26.13
Austin,Texas,961855,30.2711286,-97.7436995,America/Chicago,2021-10-25,Rain,light rain,0.65,1014,70,71.15,6.0,100,1.98,0.0,82.18,73.8,82.96,75.45,77.99,74.46,12.93,162,26.46
Austin,Texas,961855,30.2711286,-97.7436995,America/Chicago,2021-10-26,Rain,moderate rain,0.68,1010,83,72.84,6.0,99,23.17,0.0,78.62,72.07,78.62,75.58,76.84,72.59,13.4,177,29.12
Jacksonville,Florida,949611,30.3321838,-81.655651,America/New_York,2021-10-19,Clouds,scattered clouds,0.47,1022,36,50.22,6.0,37,0.0,0.0,79.79,62.02,80.13,68.68,70.07,62.02,8.1,86,10.07
Jacksonville,Florida,949611,30.3321838,-81.655651,America/New_York,2021-10-20,Clear,clear sky,0.5,1024,39,54.59,6.01,8,0.0,0.0,81.66,64.83,82.26,71.19,73.63,64.83,9.15,95,12.15
Jacksonville,Florida,949611,30.3321838,-81.655651,America/New_York,2021-10-21,Clouds,overcast clouds,0.53,1022,41,56.71,5.5,98,0.0,0.0,83.12,67.55,84.45,73.29,76.14,67.55,8.86,110,14.32
Jacksonville,Florida,949611,30.3321838,-81.655651,America/New_York,2021-10-22,Clouds,broken clouds,0.56,1018,40,58.32,5.2,63,0.0,0.0,85.55,68.43,86.67,75.22,77.81,68.43,6.11,132,12.08
Jacksonville,Florida,949611,30.3321838,-81.655651,America/New_York,2021-10-23,Clouds,few clouds,0.59,1017,36,56.57,5.76,19,0.0,0.0,87.31,69.39,87.31,73.53,75.13,69.39,9.71,90,13.78
Jacksonville,Florida,949611,30.3321838,-81.655651,America/New_York,2021-10-24,Clouds,broken clouds,0.62,1018,43,59.81,6.0,69,0.0,0.0,85.3,71.6,85.3,74.75,75.88,71.65,9.75,102,14.07
Jacksonville,Florida,949611,30.3321838,-81.655651,America/New_York,2021-10-25,Clear,clear sky,0.65,1021,44,60.42,6.0,0,0.0,0.0,85.51,72.01,85.51,74.1,75.83,72.01,10.09,79,14.12
Jacksonville,Florida,949611,30.3321838,-81.655651,America/New_York,2021-10-26,Clouds,broken clouds,0.68,1019,46,61.86,6.0,76,0.0,0.0,84.96,71.06,84.96,73.65,75.42,71.06,8.16,91,11.72
Fort Worth,Texas,918915,32.753177,-97.3327459,America/Chicago,2021-10-19,Clear,clear sky,0.47,1017,49,55.18,5.21,0,0.0,0.0,75.74,61.02,78.91,71.91,74.12,61.2,15.55,169,28.74
Fort Worth,Texas,918915,32.753177,-97.3327459,America/Chicago,2021-10-20,Rain,light rain,0.5,1017,53,62.64,5.08,21,0.55,0.0,81.36,65.16,85.44,73.22,79.5,65.46,12.57,182,29.8
Fort Worth,Texas,918915,32.753177,-97.3327459,America/Chicago,2021-10-21,Rain,moderate rain,0.53,1020,62,61.39,4.66,100,5.46,0.0,75.67,67.59,79.54,73.56,76.24,68.22,7.11,204,18.77
Fort Worth,Texas,918915,32.753177,-97.3327459,America/Chicago,2021-10-22,Rain,moderate rain,0.56,1016,50,61.36,4.99,50,2.76,0.0,81.75,67.62,84.09,75.97,79.72,67.73,8.1,179,18.99
Fort Worth,Texas,918915,32.753177,-97.3327459,America/Chicago,2021-10-23,Clear,clear sky,0.59,1012,52,63.72,5.06,1,0.0,0.0,83.21,69.6,85.8,76.91,80.67,69.6,13.2,174,27.78
Fort Worth,Texas,918915,32.753177,-97.3327459,America/Chicago,2021-10-24,Clouds,overcast clouds,0.62,1009,74,67.19,6.0,100,0.0,0.0,76.23,71.33,78.75,76.42,78.49,71.33,15.05,172,32.32
Fort Worth,Texas,918915,32.753177,-97.3327459,America/Chicago,2021-10-25,Clouds,overcast clouds,0.65,1014,73,69.76,6.0,100,0.0,0.0,79.39,72.37,83.57,78.93,80.76,72.37,14.2,184,30.53
Fort Worth,Texas,918915,32.753177,-97.3327459,America/Chicago,2021-10-26,Rain,heavy intensity rain,0.68,1008,94,70.68,6.0,100,35.36,0.0,72.64,71.1,77.22,74.35,75.65,72.54,18.19,173,37.67
Columbus,Ohio,905748,39.9622601,-83.0007065,America/New_York,2021-10-19,Clear,clear sky,0.47,1021,32,38.07,3.62,0,0.0,0.0,69.04,52.2,70.83,58.08,60.01,52.38,8.63,255,14.32
Columbus,Ohio,905748,39.9622601,-83.0007065,America/New_York,2021-10-20,Clear,clear sky,0.5,1021,44,45.63,3.7,0,0.0,0.0,68.52,52.52,71.74,59.76,65.61,53.02,10.65,227,23.44
Columbus,Ohio,905748,39.9622601,-83.0007065,America/New_York,2021-10-21,Rain,light rain,0.53,1011,82,58.66,2.78,97,2.04,0.0,64.2,56.77,68.9,57.58,61.57,56.79,15.3,251,32.17
Columbus,Ohio,905748,39.9622601,-83.0007065,America/New_York,2021-10-22,Clouds,overcast clouds,0.56,1018,43,33.4,1.24,100,0.0,0.0,55.58,51.24,56.48,54.36,54.77,53.11,7.85,291,17.67
Columbus,Ohio,905748,39.9622601,-83.0007065,America/New_York,2021-10-23,Rain,light rain,0.59,1017,57,42.35,1.19,96,1.89,0.0,57.85,48.0,59.09,51.71,54.16,48.0,8.01,256,14.16
Columbus,Ohio,905748,39.9622601,-83.0007065,America/New_York,2021-10-24,Clouds,broken clouds,0.62,1020,44,36.09,2.0,64,0.0,0.0,58.12,44.46,58.59,50.47,55.4,44.46,9.51,85,21.21
Columbus,Ohio,905748,39.9622601,-83.0007065,America/New_York,2021-10-25,Rain,light rain,0.65,1018,66,53.58,2.0,100,2.32,0.0,65.26,48.67,73.18,68.11,71.02,48.67,11.95,193,28.77
Columbus,Ohio,905748,39.9622601,-83.0007065,America/New_York,2021-10-26,Rain,light rain,0.68,1013,68,67.08,2.0,60,10.65,0.0,78.44,64.2,78.89,69.62,71.8,64.2,9.04,252,25.99
Indianapolis,Indiana,887642,39.7683331,-86.1583502,America/Indiana/Indianapolis,2021-10-19,Clear,clear sky,0.47,1022,38,40.05,3.64,5,0.0,0.0,66.81,52.0,68.52,56.19,58.53,52.63,8.46,217,12.95
Indianapolis,Indiana,887642,39.7683331,-86.1583502,America/Indiana/Indianapolis,2021-10-20,Clear,clear sky,0.5,1020,49,47.23,3.74,2,0.0,0.0,67.24,51.28,71.22,61.11,64.69,51.73,11.7,208,32.99
Indianapolis,Indiana,887642,39.7683331,-86.1583502,America/Indiana/Indianapolis,2021-10-21,Rain,light rain,0.53,1013,52,44.31,3.13,2,1.35,0.0,61.95,55.04,63.27,55.09,56.37,60.89,13.69,272,36.1
Indianapolis,Indiana,887642,39.7683331,-86.1583502,America/Indiana/Indianapolis,2021-10-22,Rain,light rain,0.56,1018,79,49.23,1.74,100,0.25,0.0,55.69,52.54,55.71,52.54,54.37,54.23,6.82,298,11.79
Indianapolis,Indiana,887642,39.7683331,-86.1583502,America/Indiana/Indianapolis,2021-10-23,Rain,light rain,0.59,1016,65,48.36,1.5,93,0.43,0.0,60.3,51.24,60.3,51.4,54.86,52.63,6.89,356,15.99
Indianapolis,Indiana,887642,39.7683331,-86.1583502,America/Indiana/Indianapolis,2021-10-24,Rain,light rain,0.62,1018,61,48.79,2.0,88,0.49,0.0,62.44,48.43,65.34,56.71,59.74,49.23,12.33,84,29.1
Indianapolis,Indiana,887642,39.7683331,-86.1583502,America/Indiana/Indianapolis,2021-10-25,Rain,light rain,0.65,1014,83,65.73,2.0,99,3.18,0.0,71.24,55.51,71.24,69.73,69.33,56.61,14.76,211,34.25
Indianapolis,Indiana,887642,39.7683331,-86.1583502,America/Indiana/Indianapolis,2021-10-26,Rain,light rain,0.68,1012,65,67.87,2.0,38,3.5,0.0,80.78,66.04,80.78,73.33,74.46,66.63,13.98,220,29.24
Charlotte,North Carolina,874579,35.2272086,-80.8430827,America/New_York,2021-10-19,Clear,clear sky,0.47,1023,27,37.06,4.62,0,0.0,0.0,73.11,51.3,74.64,58.82,61.11,51.3,5.08,239,9.42
Charlotte,North Carolina,874579,35.2272086,-80.8430827,America/New_York,2021-10-20,Clear,clear sky,0.5,1023,33,43.83,4.64,0,0.0,0.0,74.84,54.09,78.04,60.98,67.68,54.09,6.13,233,17.81
Charlotte,North Carolina,874579,35.2272086,-80.8430827,America/New_York,2021-10-21,Clear,clear sky,0.53,1019,41,50.97,4.4,7,0.0,0.0,76.44,56.21,78.8,66.94,70.83,56.41,12.37,240,29.77
Charlotte,North Carolina,874579,35.2272086,-80.8430827,America/New_York,2021-10-22,Clouds,scattered clouds,0.56,1015,37,50.0,3.93,33,0.0,0.0,78.15,61.23,79.47,62.67,67.75,61.61,10.36,231,31.0
