#YY  MM DD hh mm WDIR WSPD GST  WVHT   DPD   APD MWD   PRES  ATMP  WTMP  DEWP  VIS PTDY  TIDE
#yr  mo dy hr mn degT m/s  m/s     m   sec   sec degT   hPa  degC  degC  degC  nmi  hPa    ft
2021 08 23 01 54  MM   MM   MM    MM    MM    MM  MM 1012.2  23.5    MM    MM   MM   MM    MM
2021 08 23 01 42  MM   MM   MM    MM    MM    MM  MM 1012.1  23.3    MM    MM   MM   MM    MM
2021 08 23 01 36  MM   MM   MM    MM    MM    MM  MM 1012.2  23.4    MM    MM   MM   MM    MM
2021 08 23 01 30  MM   MM   MM    MM    MM    MM  MM 1012.2  23.5    MM    MM   MM   MM    MM
2021 08 23 01 24  MM   MM   MM    MM    MM    MM  MM 1012.3  23.5    MM    MM   MM   MM    MM
2021 08 23 01 18  MM   MM   MM    MM    MM    MM  MM 1012.3  23.5    MM    MM   MM   MM    MM
2021 08 23 01 06  MM   MM   MM    MM    MM    MM  MM 1012.3  23.5    MM    MM   MM   MM    MM
2021 08 23 01 00  MM   MM   MM    MM    MM    MM  MM 1012.2  23.5    MM    MM   MM -1.6    MM
2021 08 23 00 54  MM   MM   MM    MM    MM    MM  MM 1012.3  23.5    MM    MM   MM   MM    MM
2021 08 23 00 48  MM   MM   MM    MM    MM    MM  MM 1012.2  23.4    MM    MM   MM   MM    MM
2021 08 23 00 42  MM   MM   MM    MM    MM    MM  MM 1012.0  23.3    MM    MM   MM   MM    MM
2021 08 23 00 36  MM   MM   MM    MM    MM    MM  MM 1012.0  23.4    MM    MM   MM   MM    MM
2021 08 23 00 24  MM   MM   MM    MM    MM    MM  MM 1012.2  23.2    MM    MM   MM   MM    MM
2021 08 23 00 12  MM   MM   MM    MM    MM    MM  MM 1012.2  23.4    MM    MM   MM   MM    MM
2021 08 23 00 06  MM   MM   MM    MM    MM    MM  MM 1012.2  23.5    MM    MM   MM   MM    MM
2021 08 23 00 00  MM   MM   MM    MM    MM    MM  MM 1012.3  23.5    MM    MM   MM +0.4    MM
2021 08 22 23 54  MM   MM   MM    MM    MM    MM  MM 1012.3  23.5    MM    MM   MM   MM    MM
2021 08 22 23 48  MM   MM   MM    MM    MM    MM  MM 1012.1  23.6    MM    MM   MM   MM    MM
2021 08 22 23 42  MM   MM   MM    MM    MM    MM  MM 1012.3  23.7    MM    MM   MM   MM    MM
2021 08 22 23 36  MM   MM   MM    MM    MM    MM  MM 1012.3  23.5    MM    MM   MM   MM    MM
2021 08 22 23 30  MM   MM   MM    MM    MM    MM  MM 1012.2  23.4    MM    MM   MM   MM    MM
2021 08 22 23 18  MM   MM   MM    MM    MM    MM  MM 1012.1  23.3    MM    MM   MM   MM    MM
2021 08 22 23 12  MM   MM   MM    MM    MM    MM  MM 1012.2  23.3    MM    MM   MM   MM    MM
2021 08 22 23 06  MM   MM   MM    MM    MM    MM  MM 1012.4  23.3    MM    MM   MM   MM    MM
2021 08 22 23 00  MM   MM   MM    MM    MM    MM  MM 1012.7  23.1    MM    MM   MM +0.5    MM
2021 08 22 22 54  MM   MM   MM    MM    MM    MM  MM 1012.8  23.0    MM    MM   MM   MM    MM
2021 08 22 22 48  MM   MM   MM    MM    MM    MM  MM 1012.8  22.8    MM    MM   MM   MM    MM
2021 08 22 22 36  MM   MM   MM    MM    MM    MM  MM 1013.0  22.8    MM    MM   MM   MM    MM
2021 08 22 22 30  MM   MM   MM    MM    MM    MM  MM 1013.3  22.8    MM    MM   MM   MM    MM
2021 08 22 22 24  MM   MM   MM    MM    MM    MM  MM 1013.4  22.7    MM    MM   MM   MM    MM
2021 08 22 22 18  MM   MM   MM    MM    MM    MM  MM 1013.4  22.6    MM    MM   MM   MM    MM
2021 08 22 22 06  MM   MM   MM    MM    MM    MM  MM 1013.6  22.7    MM    MM   MM   MM    MM
2021 08 22 22 00  MM   MM   MM    MM    MM    MM  MM 1013.8  22.7    MM    MM   MM +1.5    MM
2021 08 22 21 54  MM   MM   MM    MM    MM    MM  MM 1013.6  22.6    MM    MM   MM   MM    MM
2021 08 22 21 48  MM   MM   MM    MM    MM    MM  MM 1013.9  22.6    MM    MM   MM   MM    MM
2021 08 22 21 42  MM   MM   MM    MM    MM    MM  MM 1013.3  22.1    MM    MM   MM   MM    MM
2021 08 22 21 36  MM   MM   MM    MM    MM    MM  MM 1012.9  21.9    MM    MM   MM   MM    MM
2021 08 22 21 30  MM   MM   MM    MM    MM    MM  MM 1012.8  21.9    MM    MM   MM   MM    MM
2021 08 22 21 24  MM   MM   MM    MM    MM    MM  MM 1012.4  21.8    MM    MM   MM   MM    MM
2021 08 22 21 18  MM   MM   MM    MM    MM    MM  MM 1012.1  21.6    MM    MM   MM   MM    MM
2021 08 22 21 06  MM   MM   MM    MM    MM    MM  MM 1012.1  21.8    MM    MM   MM   MM    MM
2021 08 22 21 00  MM   MM   MM    MM    MM    MM  MM 1012.0  22.3    MM    MM   MM +1.6    MM
2021 08 22 20 54  MM   MM   MM    MM    MM    MM  MM 1012.3  22.8    MM    MM   MM   MM    MM
2021 08 22 20 48  MM   MM   MM    MM    MM    MM  MM 1012.0  22.5    MM    MM   MM   MM    MM
2021 08 22 20 42  MM   MM   MM    MM    MM    MM  MM 1012.1  22.6    MM    MM   MM   MM    MM
2021 08 22 20 36  MM   MM   MM    MM    MM    MM  MM 1012.2  22.3    MM    MM   MM   MM    MM
2021 08 22 20 30  MM   MM   MM    MM    MM    MM  MM 1012.0  21.9    MM    MM   MM   MM    MM
2021 08 22 20 24  MM   MM   MM    MM    MM    MM  MM 1012.2  21.9    MM    MM   MM   MM    MM
2021 08 22 20 18  MM   MM   MM    MM    MM    MM  MM 1012.3  21.5    MM    MM   MM   MM    MM
2021 08 22 20 12  MM   MM   MM    MM    MM    MM  MM 1012.0  21.1    MM    MM   MM   MM    MM
2021 08 22 20 06  MM   MM   MM    MM    MM    MM  MM 1011.8  20.5    MM    MM   MM   MM    MM
2021 08 22 20 00  MM   MM   MM    MM    MM    MM  MM 1012.2  20.3    MM    MM   MM -0.0    MM
2021 08 22 19 54  MM   MM   MM    MM    MM    MM  MM 1012.0  20.1    MM    MM   MM   MM    MM
2021 08 22 19 48  MM   MM   MM    MM    MM    MM  MM 1012.0  20.2    MM    MM   MM   MM    MM
2021 08 22 19 42  MM   MM   MM    MM    MM    MM  MM 1011.9  20.4    MM    MM   MM   MM    MM
2021 08 22 19 36  MM   MM   MM    MM    MM    MM  MM 1012.4  20.8    MM    MM   MM   MM    MM
2021 08 22 19 30  MM   MM   MM    MM    MM    MM  MM 1012.7  20.6    MM    MM   MM   MM    MM
2021 08 22 19 24  MM   MM   MM    MM    MM    MM  MM 1012.6  20.7    MM    MM   MM   MM    MM
2021 08 22 19 12  MM   MM   MM    MM    MM    MM  MM 1012.4  21.6    MM    MM   MM   MM    MM
2021 08 22 19 06  MM   MM   MM    MM    MM    MM  MM 1012.3    MM    MM    MM   MM   MM    MM
2021 08 22 19 00  MM   MM   MM    MM    MM    MM  MM 1012.2    MM    MM    MM   MM -0.0    MM
2021 08 22 18 54  MM   MM   MM    MM    MM    MM  MM 1011.8    MM    MM    MM   MM   MM    MM
2021 08 22 18 42  MM   MM   MM    MM    MM    MM  MM 1012.6    MM    MM    MM   MM   MM    MM
2021 08 22 18 36  MM   MM   MM    MM    MM    MM  MM 1013.4    MM    MM    MM   MM   MM    MM
2021 08 22 18 30  MM   MM   MM    MM    MM    MM  MM 1012.1    MM    MM    MM   MM   MM    MM
2021 08 22 18 24  MM   MM   MM    MM    MM    MM  MM 1011.8    MM    MM    MM   MM   MM    MM
2021 08 22 18 12  MM   MM   MM    MM    MM    MM  MM 1011.6  27.0    MM    MM   MM   MM    MM
2021 08 22 18 06  MM   MM   MM    MM    MM    MM  MM 1011.5  26.3    MM    MM   MM   MM    MM
2021 08 22 18 00  MM   MM   MM    MM    MM    MM  MM 1010.3  27.5    MM    MM   MM -2.5    MM
2021 08 22 17 54  MM   MM   MM    MM    MM    MM  MM 1011.7  29.8    MM    MM   MM   MM    MM
2021 08 22 17 42  MM   MM   MM    MM    MM    MM  MM 1011.7  29.7    MM    MM   MM   MM    MM
2021 08 22 17 36  MM   MM   MM    MM    MM    MM  MM 1011.8  30.2    MM    MM   MM   MM    MM
2021 08 22 17 30  MM   MM   MM    MM    MM    MM  MM 1012.0  30.5    MM    MM   MM   MM    MM
2021 08 22 17 18  MM   MM   MM    MM    MM    MM  MM 1012.0  30.5    MM    MM   MM   MM    MM
2021 08 22 17 12  MM   MM   MM    MM    MM    MM  MM 1012.0  30.5    MM    MM   MM   MM    MM
2021 08 22 17 06  MM   MM   MM    MM    MM    MM  MM 1012.0  30.4    MM    MM   MM   MM    MM
2021 08 22 17 00  MM   MM   MM    MM    MM    MM  MM 1012.3  30.6    MM    MM   MM -1.0    MM
2021 08 22 16 54  MM   MM   MM    MM    MM    MM  MM 1012.2  30.2    MM    MM   MM   MM    MM
2021 08 22 16 48  MM   MM   MM    MM    MM    MM  MM 1012.2  30.4    MM    MM   MM   MM    MM
2021 08 22 16 42  MM   MM   MM    MM    MM    MM  MM 1012.3  29.6    MM    MM   MM   MM    MM
2021 08 22 16 36  MM   MM   MM    MM    MM    MM  MM 1012.2  29.4    MM    MM   MM   MM    MM
2021 08 22 16 30  MM   MM   MM    MM    MM    MM  MM 1011.9  29.7    MM    MM   MM   MM    MM
2021 08 22 16 24  MM   MM   MM    MM    MM    MM  MM 1012.0  30.0    MM    MM   MM   MM    MM
2021 08 22 16 18  MM   MM   MM    MM    MM    MM  MM 1012.1  30.8    MM    MM   MM   MM    MM
2021 08 22 16 06  MM   MM   MM    MM    MM    MM  MM 1012.4  30.8    MM    MM   MM   MM    MM
2021 08 22 16 00  MM   MM   MM    MM    MM    MM  MM 1012.3  30.7    MM    MM   MM -1.2    MM
2021 08 22 15 54  MM   MM   MM    MM    MM    MM  MM 1012.3  30.4    MM    MM   MM   MM    MM
2021 08 22 15 48  MM   MM   MM    MM    MM    MM  MM 1012.6  30.0    MM    MM   MM   MM    MM
2021 08 22 15 42  MM   MM   MM    MM    MM    MM  MM 1012.4  29.2    MM    MM   MM   MM    MM
2021 08 22 15 36  MM   MM   MM    MM    MM    MM  MM 1012.4  28.9    MM    MM   MM   MM    MM
2021 08 22 15 30  MM   MM   MM    MM    MM    MM  MM 1012.5  29.1    MM    MM   MM   MM    MM
2021 08 22 15 24  MM   MM   MM    MM    MM    MM  MM 1012.5  29.4    MM    MM   MM   MM    MM
2021 08 22 15 18  MM   MM   MM    MM    MM    MM  MM 1012.3  29.6    MM    MM   MM   MM    MM
2021 08 22 15 06  MM   MM   MM    MM    MM    MM  MM 1012.8  28.7    MM    MM   MM   MM    MM
2021 08 22 15 00  MM   MM   MM    MM    MM    MM  MM 1012.8  28.1    MM    MM   MM -0.6    MM
2021 08 22 14 54  MM   MM   MM    MM    MM    MM  MM 1012.7  27.9    MM    MM   MM   MM    MM
2021 08 22 14 48  MM   MM   MM    MM    MM    MM  MM 1012.9  27.7    MM    MM   MM   MM    MM
2021 08 22 14 42  MM   MM   MM    MM    MM    MM  MM 1012.8  27.3    MM    MM   MM   MM    MM
2021 08 22 14 36  MM   MM   MM    MM    MM    MM  MM 1012.8  27.4    MM    MM   MM   MM    MM
2021 08 22 14 30  MM   MM   MM    MM    MM    MM  MM 1012.8  27.4    MM    MM   MM   MM    MM
2021 08 22 14 24  MM   MM   MM    MM    MM    MM  MM 1012.9  27.5    MM    MM   MM   MM    MM
2021 08 22 14 18  MM   MM   MM    MM    MM    MM  MM 1012.7  27.8    MM    MM   MM   MM    MM
2021 08 22 14 06  MM   MM   MM    MM    MM    MM  MM 1013.1  28.3    MM    MM   MM   MM    MM
2021 08 22 14 00  MM   MM   MM    MM    MM    MM  MM 1013.3  28.2    MM    MM   MM +0.3    MM
2021 08 22 13 54  MM   MM   MM    MM    MM    MM  MM 1013.2  27.5    MM    MM   MM   MM    MM
2021 08 22 13 48  MM   MM   MM    MM    MM    MM  MM 1013.2  27.0    MM    MM   MM   MM    MM
2021 08 22 13 42  MM   MM   MM    MM    MM    MM  MM 1013.3  26.8    MM    MM   MM   MM    MM
2021 08 22 13 36  MM   MM   MM    MM    MM    MM  MM 1013.3  26.6    MM    MM   MM   MM    MM
2021 08 22 13 30  MM   MM   MM    MM    MM    MM  MM 1013.2  26.4    MM    MM   MM   MM    MM
2021 08 22 13 24  MM   MM   MM    MM    MM    MM  MM 1013.2  25.9    MM    MM   MM   MM    MM
2021 08 22 13 18  MM   MM   MM    MM    MM    MM  MM 1013.3  25.6    MM    MM   MM   MM    MM
2021 08 22 13 12  MM   MM   MM    MM    MM    MM  MM 1013.2  25.4    MM    MM   MM   MM    MM
2021 08 22 13 06  MM   MM   MM    MM    MM    MM  MM 1013.3  25.3    MM    MM   MM   MM    MM
2021 08 22 13 00  MM   MM   MM    MM    MM    MM  MM 1013.5  25.3    MM    MM   MM +0.8    MM
2021 08 22 12 54  MM   MM   MM    MM    MM    MM  MM 1013.4  25.4    MM    MM   MM   MM    MM
2021 08 22 12 48  MM   MM   MM    MM    MM    MM  MM 1013.6  25.2    MM    MM   MM   MM    MM
2021 08 22 12 42  MM   MM   MM    MM    MM    MM  MM 1013.5  25.2    MM    MM   MM   MM    MM
2021 08 22 12 36  MM   MM   MM    MM    MM    MM  MM 1013.5  25.3    MM    MM   MM   MM    MM
2021 08 22 12 30  MM   MM   MM    MM    MM    MM  MM 1013.5  25.2    MM    MM   MM   MM    MM
2021 08 22 12 24  MM   MM   MM    MM    MM    MM  MM 1013.4  25.1    MM    MM   MM   MM    MM
2021 08 22 12 12  MM   MM   MM    MM    MM    MM  MM 1013.4  25.0    MM    MM   MM   MM    MM
2021 08 22 12 06  MM   MM   MM    MM    MM    MM  MM 1013.4  24.7    MM    MM   MM   MM    MM
2021 08 22 12 00  MM   MM   MM    MM    MM    MM  MM 1013.4  24.6    MM    MM   MM +1.4    MM
2021 08 22 11 54  MM   MM   MM    MM    MM    MM  MM 1013.3  24.6    MM    MM   MM   MM    MM
2021 08 22 11 48  MM   MM   MM    MM    MM    MM  MM 1013.3  24.6    MM    MM   MM   MM    MM
2021 08 22 11 36  MM   MM   MM    MM    MM    MM  MM 1013.3  24.3    MM    MM   MM   MM    MM
2021 08 22 11 30  MM   MM   MM    MM    MM    MM  MM 1013.3  24.3    MM    MM   MM   MM    MM
2021 08 22 11 24  MM   MM   MM    MM    MM    MM  MM 1013.3  24.3    MM    MM   MM   MM    MM
2021 08 22 11 18  MM   MM   MM    MM    MM    MM  MM 1013.2  24.1    MM    MM   MM   MM    MM
2021 08 22 11 12  MM   MM   MM    MM    MM    MM  MM 1013.2  23.8    MM    MM   MM   MM    MM
2021 08 22 11 06  MM   MM   MM    MM    MM    MM  MM 1013.0  23.8    MM    MM   MM   MM    MM
