#YY  MM DD hh mm WDIR WSPD GST  WVHT   DPD   APD MWD   PRES  ATMP  WTMP  DEWP  VIS PTDY  TIDE
#yr  mo dy hr mn degT m/s  m/s     m   sec   sec degT   hPa  degC  degC  degC  nmi  hPa    ft
2021 09 11 09 10 180  7.0  9.0   0.6     4    MM 213 1012.8  18.1  20.3    MM   MM   MM    MM
2021 09 11 09 00 180  7.0  9.0   0.5     4    MM 285 1012.9  18.3  20.3    MM   MM -1.8    MM
2021 09 11 08 50 180  7.0  9.0   0.6     4    MM 280 1013.0  18.3  20.3    MM   MM   MM    MM
2021 09 11 08 40 180  7.0  9.0   0.5     3    MM 268 1013.0  18.4  20.3    MM   MM   MM    MM
2021 09 11 08 30 180  7.0  9.0   0.6     4    MM 270 1013.0  18.4  20.3    MM   MM   MM    MM
2021 09 11 08 20 180  7.0  9.0   0.5    MM    MM 257 1013.1  18.3  20.3    MM   MM   MM    MM
2021 09 11 08 10 180  7.0  8.0   0.6     4    MM 197 1013.1  18.1  20.3    MM   MM   MM    MM
2021 09 11 08 00 180  7.0  9.0   0.5     4    MM 275 1013.3  18.1  20.3    MM   MM -1.7    MM
2021 09 11 07 50 180  7.0  8.0   0.6     4    MM 276 1013.5  18.1  20.3    MM   MM   MM    MM
2021 09 11 07 40 180  7.0  9.0   0.6     4    MM 271 1013.6  18.1  20.3    MM   MM   MM    MM
2021 09 11 07 30 180  7.0  8.0   0.6     4    MM 263 1013.7  18.1  20.3    MM   MM   MM    MM
2021 09 11 07 20 180  7.0  8.0   0.6     4    MM 274 1013.8  18.1  20.3    MM   MM   MM    MM
2021 09 11 07 10 190  7.0  8.0   0.5     4    MM 272 1014.1  18.1  20.3    MM   MM   MM    MM
2021 09 11 07 00 190  6.0  8.0   0.6     4    MM 266 1014.1  18.1  20.4    MM   MM -1.1    MM
2021 09 11 06 50 190  6.0  8.0   0.5     4    MM 264 1014.2  18.2  20.4    MM   MM   MM    MM
2021 09 11 06 40 190  7.0  8.0   0.5     4    MM 268 1014.4  18.2  20.4    MM   MM   MM    MM
2021 09 11 06 30 190  6.0  7.0   0.5     4    MM 266 1014.4  18.2  20.4    MM   MM   MM    MM
2021 09 11 06 20 190  6.0  7.0   0.5     4    MM 297 1014.5  18.4  20.4    MM   MM   MM    MM
2021 09 11 06 10 190  6.0  7.0   0.5     4    MM 270 1014.6  18.6  20.4    MM   MM   MM    MM
2021 09 11 06 00 190  6.0  7.0   0.5     4    MM 298 1014.6  18.6  20.4    MM   MM -0.9    MM
2021 09 11 05 50 190  6.0  7.0   0.5     4    MM 268 1014.7  18.7  20.4    MM   MM   MM    MM
2021 09 11 05 40 190  5.0  7.0   0.5     4    MM 287 1014.7  18.5  20.4    MM   MM   MM    MM
2021 09 11 05 30 190  5.0  6.0   0.5     4    MM 260 1014.8  18.3  20.4    MM   MM   MM    MM
2021 09 11 05 20 190  5.0  6.0   0.4    MM    MM 260 1014.9  18.2  20.4    MM   MM   MM    MM
2021 09 11 05 10 190  5.0  6.0   0.5     4    MM 199 1014.9  18.3  20.4    MM   MM   MM    MM
2021 09 11 05 00 190  5.0  6.0   0.4     4    MM 251 1014.9  18.3  20.4    MM   MM -0.8    MM
2021 09 11 04 50 190  5.0  6.0   0.4     4    MM 257 1014.9  18.2  20.5    MM   MM   MM    MM
2021 09 11 04 40 180  5.0  6.0   0.4     3    MM 270 1015.0  18.4  20.5    MM   MM   MM    MM
2021 09 11 04 30 180  5.0  6.0   0.4     4    MM 247 1015.2  18.3  20.5    MM   MM   MM    MM
2021 09 11 04 20 180  5.0  6.0   0.4     4    MM 252 1015.2  18.1  20.5    MM   MM   MM    MM
2021 09 11 04 10 180  5.0  6.0   0.4     3    MM 244 1015.2  18.1  20.5    MM   MM   MM    MM
2021 09 11 04 00 180  5.0  6.0   0.4     4    MM 220 1015.2  18.1  20.5    MM   MM -0.6    MM
2021 09 11 03 50 180  4.0  6.0   0.4     3    MM 253 1015.2  18.2  20.5    MM   MM   MM    MM
2021 09 11 03 40 190  4.0  5.0   0.4     3    MM 238 1015.4  18.1  20.5    MM   MM   MM    MM
2021 09 11 03 30 190  4.0  5.0   0.4     4    MM 319 1015.5  18.2  20.5    MM   MM   MM    MM
2021 09 11 03 20 180  4.0  5.0   0.4     3    MM 257 1015.5  18.3  20.5    MM   MM   MM    MM
2021 09 11 03 10 180  4.0  5.0   0.4     4    MM 252 1015.5  18.5  20.5    MM   MM   MM    MM
2021 09 11 03 00 190  4.0  5.0   0.3     3    MM 252 1015.5  18.8  20.5    MM   MM -0.4    MM
2021 09 11 02 50 180  4.0  5.0   0.3     4    MM 227 1015.5  18.9  20.5    MM   MM   MM    MM
2021 09 11 02 40 180  4.0  5.0   0.3     3    MM 270 1015.5  18.8  20.5    MM   MM   MM    MM
2021 09 11 02 30 190  4.0  5.0   0.2    MM    MM 239 1015.5  18.7  20.5    MM   MM   MM    MM
2021 09 11 02 20 190  4.0  4.0   0.2    MM    MM 244 1015.7  18.6  20.5    MM   MM   MM    MM
2021 09 11 02 10 190  3.0  4.0   0.2    MM    MM 264 1015.7  18.7  20.5    MM   MM   MM    MM
2021 09 11 02 00 190  3.0  4.0   0.2    MM    MM 281 1015.7  19.0  20.5    MM   MM -0.2    MM
2021 09 11 01 50 190  3.0  4.0   0.2    MM    MM 264 1015.8  19.0  20.5    MM   MM   MM    MM
2021 09 11 01 40 180  3.0  3.0   0.2    MM    MM 275 1015.7  19.2  20.5    MM   MM   MM    MM
2021 09 11 01 30 190  3.0  4.0   0.2    MM    MM 259 1015.8  19.1  20.5    MM   MM   MM    MM
2021 09 11 01 20 190  3.0  3.0   0.2    MM    MM 257 1015.8  19.0  20.5    MM   MM   MM    MM
2021 09 11 01 10 200  2.0  3.0   0.2    MM    MM 259 1015.8  19.2  20.5    MM   MM   MM    MM
2021 09 11 01 00 200  2.0  3.0   0.2    MM    MM 261 1015.9  19.3  20.5    MM   MM -0.4    MM
2021 09 11 00 50 190  2.0  3.0   0.2    MM    MM 270 1015.8  19.5  20.5    MM   MM   MM    MM
2021 09 11 00 40 230  2.0  2.0   0.2    MM    MM 265 1015.8  19.8  20.6    MM   MM   MM    MM
2021 09 11 00 30 200  2.0  3.0   0.2    MM    MM 273 1015.8  19.8  20.6    MM   MM   MM    MM
2021 09 11 00 20 190  2.0  3.0   0.2    MM    MM 238 1015.9  20.0  20.6    MM   MM   MM    MM
2021 09 11 00 10 200  2.0  3.0   0.2    MM    MM 242 1016.0  20.1  20.6    MM   MM   MM    MM
2021 09 11 00 00 220  2.0  3.0   0.2    MM    MM 254 1015.9  20.3  20.6    MM   MM -0.9    MM
2021 09 10 23 50 230  3.0  3.0   0.2    MM    MM 268 1015.9  20.5  20.6    MM   MM   MM    MM
2021 09 10 23 40 230  3.0  3.0   0.2    MM    MM 256 1015.9  20.6  20.6    MM   MM   MM    MM
2021 09 10 23 30 240  3.0  4.0   0.2    MM    MM 225 1015.9  20.6  20.6    MM   MM   MM    MM
2021 09 10 23 20 250  3.0  4.0   0.2    MM    MM 285 1016.0  20.5  20.6    MM   MM   MM    MM
2021 09 10 23 10 260  4.0  5.0   0.2    MM    MM 278 1016.0  20.5  20.6    MM   MM   MM    MM
2021 09 10 23 00 260  4.0  5.0   0.2    MM    MM 265 1016.0  20.6  20.6    MM   MM -1.4    MM
2021 09 10 22 50 250  3.0  4.0   0.3     2    MM 288 1016.0  20.6  20.6    MM   MM   MM    MM
2021 09 10 22 40 250  3.0  4.0   0.3     3    MM 264 1016.0  20.6  20.7    MM   MM   MM    MM
2021 09 10 22 30 260  3.0  4.0   0.3     2    MM 267 1016.1  20.6  20.7    MM   MM   MM    MM
2021 09 10 22 20 270  4.0  4.0   0.3     2    MM 245 1016.2  20.7  20.7    MM   MM   MM    MM
2021 09 10 22 10 260  4.0  5.0   0.3     2    MM 261 1016.2  20.7  20.7    MM   MM   MM    MM
2021 09 10 22 00 260  4.0  5.0   0.3     3    MM 256 1016.3  20.6  20.7    MM   MM -1.4    MM
2021 09 10 21 50 260  4.0  5.0   0.4     2    MM 262 1016.5  20.8  20.7    MM   MM   MM    MM
2021 09 10 21 40 270  4.0  5.0   0.3     3    MM  82 1016.5  20.7  20.7    MM   MM   MM    MM
2021 09 10 21 30 280  4.0  5.0   0.4     2    MM 258 1016.6  20.6  20.7    MM   MM   MM    MM
2021 09 10 21 20 280  4.0  6.0   0.4     3    MM 273 1016.6  20.6  20.7    MM   MM   MM    MM
2021 09 10 21 10 280  4.0  6.0   0.4     2    MM 256 1016.7  20.6  20.7    MM   MM   MM    MM
2021 09 10 21 00 290  5.0  6.0   0.4     3    MM 262 1016.8  20.6  20.7    MM   MM -1.7    MM
2021 09 10 20 50 290  5.0  6.0   0.4     2    MM 249 1016.9  20.6  20.7    MM   MM   MM    MM
2021 09 10 20 40 290  5.0  6.0   0.3     2    MM 278 1017.0  20.5  20.7    MM   MM   MM    MM
2021 09 10 20 30 280  5.0  6.0   0.3     2    MM 250 1017.1  20.5  20.7    MM   MM   MM    MM
2021 09 10 20 20 280  5.0  6.0   0.4     2    MM 245 1017.1  20.4  20.7    MM   MM   MM    MM
2021 09 10 20 10 290  4.0  5.0   0.3    MM    MM 255 1017.3  20.4  20.8    MM   MM   MM    MM
2021 09 10 20 00 290  4.0  5.0   0.4     4    MM 264 1017.3  20.3  20.8    MM   MM -1.7    MM
2021 09 10 19 50 290  4.0  6.0   0.4     4    MM 269 1017.4  20.3  20.8    MM   MM   MM    MM
2021 09 10 19 40 290  4.0  5.0   0.4     2    MM 352 1017.5  20.2  20.8    MM   MM   MM    MM
2021 09 10 19 30 290  4.0  5.0   0.4    MM    MM 232 1017.5  20.2  20.8    MM   MM   MM    MM
2021 09 10 19 20 290  5.0  6.0   0.4     3    MM 272 1017.5  20.1  20.8    MM   MM   MM    MM
2021 09 10 19 10 290  4.0  5.0   0.3     3    MM 253 1017.7  20.1  20.8    MM   MM   MM    MM
2021 09 10 19 00 280  4.0  5.0   0.3     2    MM 257 1017.7  20.1  20.8    MM   MM -2.1    MM
2021 09 10 18 50 290  4.0  5.0   0.3    MM    MM 275 1017.8  20.1  20.8    MM   MM   MM    MM
2021 09 10 18 40 280  4.0  5.0   0.2    MM    MM 283 1018.0  20.1  20.8    MM   MM   MM    MM
2021 09 10 18 30 280  4.0  5.0   0.2    MM    MM 277 1018.1  20.1  20.8    MM   MM   MM    MM
2021 09 10 18 20 280  4.0  5.0   0.2    MM    MM 263 1018.3  20.0  20.8    MM   MM   MM    MM
2021 09 10 18 10 280  4.0  5.0   0.2    MM    MM 248 1018.4  20.1  20.7    MM   MM   MM    MM
2021 09 10 18 00 290  4.0  5.0   0.2    MM    MM 291 1018.5  20.1  20.6    MM   MM -1.4    MM
2021 09 10 17 50 300  3.0  4.0   0.2    MM    MM 201 1018.5  20.0  20.6    MM   MM   MM    MM
2021 09 10 17 40 300  2.0  4.0   0.2    MM    MM 254 1018.6  19.9  20.6    MM   MM   MM    MM
2021 09 10 17 30 330  2.0  3.0   0.2    MM    MM 232 1018.7  19.5  20.6    MM   MM   MM    MM
2021 09 10 17 20 350  1.0  2.0   0.2    MM    MM 226 1018.7  19.4  20.6    MM   MM   MM    MM
2021 09 10 17 10 350  1.0  2.0   0.2    MM    MM 256 1019.0  19.4  20.6    MM   MM   MM    MM
2021 09 10 17 00 340  1.0  2.0   0.2    MM    MM 164 1019.0  19.5  20.6    MM   MM -0.6    MM
2021 09 10 16 50 310  1.0  2.0   0.2    MM    MM 290 1019.2  19.7  20.5    MM   MM   MM    MM
2021 09 10 16 40 340  1.0  2.0   0.1    MM    MM 241 1019.3  19.6  20.5    MM   MM   MM    MM
2021 09 10 16 30  MM  0.0  1.0   0.1    MM    MM 145 1019.3  20.4  20.5    MM   MM   MM    MM
2021 09 10 16 20  MM  0.0  1.0   0.1    MM    MM 299 1019.4  20.4  20.5    MM   MM   MM    MM
2021 09 10 16 10 210  1.0  2.0   0.2    MM    MM 256 1019.6  19.6  20.5    MM   MM   MM    MM
2021 09 10 16 00 220  1.0  2.0   0.1    MM    MM 277 1019.8  19.4  20.5    MM   MM +0.3    MM
2021 09 10 15 50 190  1.0  2.0   0.2    MM    MM 224 1019.8  19.2  20.4    MM   MM   MM    MM
2021 09 10 15 40 210  2.0  3.0   0.2    MM    MM 244 1019.7  19.0  20.4    MM   MM   MM    MM
2021 09 10 15 30 200  2.0  3.0   0.2    MM    MM 139 1019.7  18.8  20.4    MM   MM   MM    MM
2021 09 10 15 20 190  2.0  3.0   0.2    MM    MM 258 1019.8  18.8  20.3    MM   MM   MM    MM
2021 09 10 15 10 180  1.0  2.0   0.2    MM    MM 208 1019.9  18.5  20.3    MM   MM   MM    MM
2021 09 10 15 00 180  2.0  2.0   0.2    MM    MM 258 1019.9  18.3  20.3    MM   MM +0.8    MM
2021 09 10 14 50 170  2.0  4.0   0.2    MM    MM 184 1019.9  18.1  20.3    MM   MM   MM    MM
2021 09 10 14 40 190  3.0  3.0   0.2    MM    MM 189 1019.8  17.8  20.3    MM   MM   MM    MM
2021 09 10 14 30 190  3.0  4.0   0.2    MM    MM 188 1019.9  17.5  20.3    MM   MM   MM    MM
2021 09 10 14 20 190  3.0  4.0   0.2    MM    MM 186 1019.8  17.2  20.3    MM   MM   MM    MM
2021 09 10 14 10 190  3.0  4.0   0.2    MM    MM 190 1019.8  16.9  20.3    MM   MM   MM    MM
2021 09 10 14 00 190  4.0  5.0   0.2    MM    MM 192 1019.6  16.9  20.3    MM   MM +0.6    MM
2021 09 10 13 50 190  4.0  4.0   0.2    MM    MM 196 1019.6  16.7  20.3    MM   MM   MM    MM
2021 09 10 13 40 190  3.0  4.0   0.3     3    MM 173 1019.5  16.3  20.3    MM   MM   MM    MM
2021 09 10 13 30 190  3.0  4.0   0.3    MM    MM 170 1019.4  16.1  20.3    MM   MM   MM    MM
2021 09 10 13 20 190  3.0  4.0   0.3    MM    MM 184 1019.4  15.8  20.3    MM   MM   MM    MM
2021 09 10 13 10 160  3.0  3.0   0.2    MM    MM 180 1019.4  15.4  20.3    MM   MM   MM    MM
2021 09 10 13 00 150  2.0  3.0   0.2    MM    MM 179 1019.4  15.2  20.3    MM   MM +1.1    MM
2021 09 10 12 50 140  2.0  3.0   0.2    MM    MM 191 1019.5  14.9  20.3    MM   MM   MM    MM
2021 09 10 12 40 150  3.0  4.0   0.3    MM    MM 183 1019.4  14.7  20.3    MM   MM   MM    MM
2021 09 10 12 30 160  3.0  3.0   0.3    MM    MM 172 1019.4  14.8  20.3    MM   MM   MM    MM
2021 09 10 12 20 160  3.0  4.0   0.2    MM    MM 177 1019.3  15.1  20.3    MM   MM   MM    MM
2021 09 10 12 10 170  3.0  4.0   0.3    MM    MM 191 1019.2  15.1  20.3    MM   MM   MM    MM
2021 09 10 12 00 170  3.0  4.0   0.2    MM    MM 188 1019.1  14.9  20.3    MM   MM +1.1    MM
2021 09 10 11 50 170  3.0  4.0   0.3    MM    MM 164 1019.1  14.8  20.3    MM   MM   MM    MM
2021 09 10 11 40 170  3.0  4.0   0.3    MM    MM 182 1019.1  14.7  20.3    MM   MM   MM    MM
2021 09 10 11 30 180  4.0  5.0   0.3    MM    MM 187 1019.1  14.4  20.3    MM   MM   MM    MM
2021 09 10 11 20 180  4.0  4.0   0.2    MM    MM 191 1019.1  14.3  20.3    MM   MM   MM    MM
2021 09 10 11 10 180  4.0  5.0   0.2    MM    MM 189 1019.1  14.1  20.3    MM   MM   MM    MM
2021 09 10 11 00 170  4.0  5.0   0.2    MM    MM 187 1019.0  14.3  20.3    MM   MM +1.1    MM
2021 09 10 10 50 180  3.0  4.0   0.2    MM    MM 168 1018.9  14.6  20.3    MM   MM   MM    MM
2021 09 10 10 40 170  3.0  4.0   0.2    MM    MM 175 1018.8  14.8  20.3    MM   MM   MM    MM
2021 09 10 10 30 180  3.0  4.0   0.2    MM    MM 175 1018.7  14.6  20.3    MM   MM   MM    MM
2021 09 10 10 20 180  3.0  4.0   0.2    MM    MM 168 1018.5  14.6  20.3    MM   MM   MM    MM
2021 09 10 10 10 170  3.0  4.0   0.2    MM    MM 308 1018.4  14.6  20.3    MM   MM   MM    MM
2021 09 10 10 00 180  3.0  4.0   0.2    MM    MM 171 1018.4  14.7  20.3    MM   MM +0.5    MM
2021 09 10 09 50 190  3.0  4.0   0.2    MM    MM 284 1018.3  14.8  20.3    MM   MM   MM    MM
2021 09 10 09 40 180  3.0  4.0   0.2    MM    MM 186 1018.3  15.1  20.3    MM   MM   MM    MM
2021 09 10 09 30 180  3.0  3.0   0.2    MM    MM 296 1018.2  15.0  20.3    MM   MM   MM    MM
2021 09 10 09 20 160  2.0  3.0   0.2    MM    MM 228 1018.2  15.2  20.3    MM   MM   MM    MM
2021 09 10 09 10 160  2.0  3.0   0.2    MM    MM 264 1018.1  15.3  20.3    MM   MM   MM    MM
2021 09 10 09 00 140  2.0  3.0   0.2    MM    MM 305 1018.0  15.4  20.3    MM   MM +0.0    MM
2021 09 10 08 50 160  3.0  3.0   0.2    MM    MM 310 1018.1  15.5  20.3    MM   MM   MM    MM
2021 09 10 08 40 170  3.0  3.0   0.2    MM    MM 198 1018.0  15.6  20.3    MM   MM   MM    MM
2021 09 10 08 30 170  2.0  3.0   0.3    MM    MM 290 1017.9  15.4  20.3    MM   MM   MM    MM
2021 09 10 08 20 190  3.0  4.0   0.3     3    MM 197 1017.9  15.3  20.3    MM   MM   MM    MM
2021 09 10 08 10 180  3.0  4.0   0.3    MM    MM 270 1017.9  15.1  20.3    MM   MM   MM    MM
2021 09 10 08 00 180  3.0  4.0   0.3     3    MM 206 1017.9  15.2  20.3    MM   MM +0.3    MM
2021 09 10 07 50 170  4.0  4.0   0.3     3    MM 284 1017.9  15.3  20.3    MM   MM   MM    MM
2021 09 10 07 40 180  4.0  5.0   0.3     3    MM 300 1017.9  15.5  20.3    MM   MM   MM    MM
2021 09 10 07 30 180  3.0  4.0   0.3     3    MM 257 1017.9  15.5  20.3    MM   MM   MM    MM
2021 09 10 07 20 180  3.0  4.0   0.3     3    MM 289 1017.9  15.4  20.3    MM   MM   MM    MM
2021 09 10 07 10 160  3.0  4.0   0.3     3    MM 283 1017.9  16.0  20.3    MM   MM   MM    MM
2021 09 10 07 00 120  2.0  3.0   0.3     3    MM 252 1017.9  16.3  20.3    MM   MM +0.7    MM
2021 09 10 06 50 120  2.0  3.0   0.3     3    MM 284 1017.9  16.2  20.3    MM   MM   MM    MM
2021 09 10 06 40 130  2.0  3.0   0.3     3    MM 258 1017.9  16.2  20.3    MM   MM   MM    MM
2021 09 10 06 30  90  2.0  2.0   0.3     3    MM 235 1017.9  16.3  20.3    MM   MM   MM    MM
2021 09 10 06 20  70  2.0  3.0   0.3     3    MM 263 1018.0  16.3  20.3    MM   MM   MM    MM
2021 09 10 06 10  70  2.0  3.0   0.3     3    MM 313 1017.9  16.4  20.3    MM   MM   MM    MM
2021 09 10 06 00  70  2.0  3.0   0.4     3    MM 282 1017.9  16.5  20.3    MM   MM +1.1    MM
2021 09 10 05 50  80  2.0  3.0   0.4     3    MM 300 1017.8  16.5  20.3    MM   MM   MM    MM
2021 09 10 05 40  70  2.0  3.0   0.4     3    MM 323 1017.7  16.6  20.3    MM   MM   MM    MM
2021 09 10 05 30  80  3.0  5.0   0.4     3    MM 306 1017.7  16.6  20.3    MM   MM   MM    MM
2021 09 10 05 20  80  3.0  5.0   0.4     4    MM 311 1017.8  16.6  20.3    MM   MM   MM    MM
2021 09 10 05 10  90  2.0  3.0   0.4     3    MM 283 1017.7  16.9  20.3    MM   MM   MM    MM
2021 09 10 05 00 100  2.0  4.0   0.4     3    MM 292 1017.6  16.8  20.3    MM   MM +1.2    MM
2021 09 10 04 50  90  2.0  3.0   0.4     4    MM 275 1017.6  16.8  20.3    MM   MM   MM    MM
2021 09 10 04 40  50  2.0  4.0   0.5     4    MM 299 1017.6  17.2  20.3    MM   MM   MM    MM
2021 09 10 04 30  30  2.0  3.0   0.5     4    MM 292 1017.4  17.2  20.3    MM   MM   MM    MM
2021 09 10 04 20  20  2.0  3.0   0.5     3    MM 301 1017.4  17.2  20.3    MM   MM   MM    MM
2021 09 10 04 10  50  2.0  3.0   0.5     4    MM 280 1017.3  17.2  20.3    MM   MM   MM    MM
2021 09 10 04 00  40  2.0  3.0   0.5     3    MM 288 1017.2  17.3  20.3    MM   MM +1.0    MM
2021 09 10 03 50  30  3.0  5.0   0.5     4    MM 302 1017.2  17.2  20.3    MM   MM   MM    MM
2021 09 10 03 40  40  4.0  5.0   0.5     3    MM 296 1017.2  17.3  20.3    MM   MM   MM    MM
2021 09 10 03 30  40  4.0  5.0   0.5     3    MM 312 1017.1  17.5  20.3    MM   MM   MM    MM
2021 09 10 03 20  50  4.0  6.0   0.5     3    MM 279 1017.0  17.6  20.3    MM   MM   MM    MM
2021 09 10 03 10  50  6.0  7.0   0.6     4    MM 312 1016.9  17.8  20.3    MM   MM   MM    MM
2021 09 10 03 00  50  6.0  7.0   0.5     3    MM 288 1016.8  17.9  20.3    MM   MM +0.9    MM
2021 09 10 02 50  50  6.0  8.0   0.6     3    MM 292 1016.8  18.1  20.3    MM   MM   MM    MM
2021 09 10 02 40  20  7.0  8.0   0.6     3    MM 348 1016.7  18.7  20.3    MM   MM   MM    MM
2021 09 10 02 30 340  6.0  9.0   0.6     4    MM 226 1016.5  19.2  20.3    MM   MM   MM    MM
2021 09 10 02 20 330  6.0  8.0   0.6     3    MM 300 1016.5  19.3  20.4    MM   MM   MM    MM
2021 09 10 02 10 320  6.0  7.0   0.6     3    MM 278 1016.4  19.3  20.4    MM   MM   MM    MM
2021 09 10 02 00 310  6.0  7.0   0.6     3    MM 297 1016.4  19.4  20.4    MM   MM +0.4    MM
2021 09 10 01 50 310  6.0  7.0   0.6     4    MM 303 1016.4  19.4  20.4    MM   MM   MM    MM
2021 09 10 01 40 300  5.0  7.0   0.6     4    MM 258 1016.4  19.3  20.4    MM   MM   MM    MM
2021 09 10 01 30 290  6.0  8.0   0.6     3    MM 300 1016.4  19.3  20.4    MM   MM   MM    MM
2021 09 10 01 20 290  6.0  8.0   0.7     3    MM 300 1016.3  19.2  20.4    MM   MM   MM    MM
2021 09 10 01 10 290  5.0  7.0   0.6     4    MM 276 1016.2  19.3  20.4    MM   MM   MM    MM
2021 09 10 01 00 290  6.0  7.0   0.6     4    MM 321 1016.2  19.2  20.4    MM   MM -0.0    MM
2021 09 10 00 50 280  6.0  8.0   0.6     3    MM 291 1016.2  19.2  20.4    MM   MM   MM    MM
2021 09 10 00 40 290  6.0  8.0   0.6     3    MM 310 1016.1  19.1  20.4    MM   MM   MM    MM
2021 09 10 00 30 290  6.0  8.0   0.6     3    MM 274 1016.0  19.1  20.4    MM   MM   MM    MM
2021 09 10 00 20 290  5.0  7.0   0.6     3    MM 323 1016.0  19.0  20.4    MM   MM   MM    MM
2021 09 10 00 10 280  5.0  7.0   0.6     3    MM 320 1016.0  18.9  20.4    MM   MM   MM    MM
