#YY  MM DD hh mm WDIR WSPD GST  WVHT   DPD   APD MWD   PRES  ATMP  WTMP  DEWP  VIS PTDY  TIDE
#yr  mo dy hr mn degT m/s  m/s     m   sec   sec degT   hPa  degC  degC  degC  nmi  hPa    ft
2021 09 11 07 00 180  6.0  8.0   0.3     2    MM  MM     MM  19.3  20.1    MM   MM   MM    MM
2021 09 11 06 30 180  6.0  7.0   0.3     3    MM  MM     MM  19.3  20.1    MM   MM   MM    MM
2021 09 11 06 00 170  6.0  7.0   0.3     5    MM  MM     MM  19.0  20.1    MM   MM   MM    MM
2021 09 11 05 30 180  7.0  8.0   0.3     2    MM  MM     MM  19.5  20.2    MM   MM   MM    MM
2021 09 11 05 00 170  5.0  7.0   0.3     2    MM  MM     MM  19.0  20.2    MM   MM   MM    MM
2021 09 11 04 30 160  6.0  7.0   0.3     4    MM  MM     MM  18.9  20.3    MM   MM   MM    MM
2021 09 11 04 00 180  6.0  8.0   0.3     2    MM  MM     MM  19.8  20.3    MM   MM   MM    MM
2021 09 11 03 30 190  6.0  7.0   0.2    MM    MM  MM     MM  19.7  20.3    MM   MM   MM    MM
2021 09 11 03 00 190  5.0  7.0   0.2    MM    MM  MM     MM  19.7  20.3    MM   MM   MM    MM
2021 09 11 02 30 180  5.0  6.0   0.2    MM    MM  MM     MM  19.7  20.4    MM   MM   MM    MM
2021 09 11 02 00 190  5.0  6.0   0.2    MM    MM  MM     MM  20.0  20.4    MM   MM   MM    MM
2021 09 11 01 30 190  5.0  6.0   0.2    MM    MM  MM     MM  19.9  20.4    MM   MM   MM    MM
2021 09 11 01 00 190  4.0  5.0   0.2    MM    MM  MM     MM  20.2  20.5    MM   MM   MM    MM
2021 09 11 00 30 190  4.0  4.0   0.2    MM    MM  MM     MM  20.6  20.5    MM   MM   MM    MM
2021 09 11 00 00 190  4.0  5.0   0.2    MM    MM  MM     MM  20.9  20.5    MM   MM   MM    MM
2021 09 10 23 30 200  4.0  5.0   0.2    MM    MM  MM     MM  21.3  20.6    MM   MM   MM    MM
2021 09 10 23 00 230  4.0  5.0   0.3     2    MM  MM     MM  21.7  20.5    MM   MM   MM    MM
2021 09 10 22 30 230  4.0  5.0   0.3     3    MM  MM     MM  21.9  20.5    MM   MM   MM    MM
2021 09 10 22 00 230  5.0  7.0   0.3     3    MM  MM     MM  21.8  20.5    MM   MM   MM    MM
2021 09 10 21 30 230  5.0  6.0   0.3     3    MM  MM     MM  21.8  20.4    MM   MM   MM    MM
2021 09 10 21 00 240  5.0  6.0   0.3     3    MM  MM     MM  21.4  20.4    MM   MM   MM    MM
2021 09 10 20 30 260  5.0  6.0   0.3     3    MM  MM     MM  20.8  20.5    MM   MM   MM    MM
2021 09 10 20 00 260  6.0  7.0   0.3     3    MM  MM     MM  20.9  20.5    MM   MM   MM    MM
2021 09 10 19 30 260  6.0  7.0   0.3     2    MM  MM     MM  20.8  20.5    MM   MM   MM    MM
2021 09 10 19 00 250  6.0  7.0   0.1    MM    MM  MM     MM  20.7  20.6    MM   MM   MM    MM
2021 09 10 18 30 320  2.0  2.0   0.1    MM    MM  MM     MM  20.7  20.3    MM   MM   MM    MM
2021 09 10 18 00 290  3.0  4.0   0.1    MM    MM  MM     MM  20.3  20.3    MM   MM   MM    MM
2021 09 10 17 30 310  3.0  3.0   0.1    MM    MM  MM     MM  20.3  20.1    MM   MM   MM    MM
2021 09 10 17 00 300  3.0  3.0   0.1    MM    MM  MM     MM  20.3  20.0    MM   MM   MM    MM
2021 09 10 16 30 170  1.0  1.0   0.2    MM    MM  MM     MM  21.0  20.0    MM   MM   MM    MM
2021 09 10 16 00 180  2.0  2.0   0.1    MM    MM  MM     MM  20.4  20.0    MM   MM   MM    MM
2021 09 10 15 30 170  2.0  3.0   0.1    MM    MM  MM     MM  19.8  20.0    MM   MM   MM    MM
2021 09 10 15 00 180  4.0  4.0   0.2    MM    MM  MM     MM  19.1  20.0    MM   MM   MM    MM
2021 09 10 14 30 170  3.0  4.0   0.1    MM    MM  MM     MM  18.2  20.0    MM   MM   MM    MM
2021 09 10 14 00 180  3.0  3.0   0.2    MM    MM  MM     MM  17.2  20.0    MM   MM   MM    MM
2021 09 10 13 30 180  3.0  4.0   0.2    MM    MM  MM     MM  16.7  20.0    MM   MM   MM    MM
2021 09 10 13 00 170  4.0  4.0   0.2    MM    MM  MM     MM  16.3  20.0    MM   MM   MM    MM
2021 09 10 12 30 180  3.0  4.0   0.2    MM    MM  MM     MM  16.0  19.9    MM   MM   MM    MM
2021 09 10 12 00 170  4.0  5.0   0.2    MM    MM  MM     MM  15.8  19.9    MM   MM   MM    MM
2021 09 10 11 30 180  4.0  4.0   0.2    MM    MM  MM     MM  16.0  19.9    MM   MM   MM    MM
2021 09 10 11 00 170  5.0  6.0   0.2    MM    MM  MM     MM  16.0  19.9    MM   MM   MM    MM
2021 09 10 10 30 180  4.0  4.0   0.2    MM    MM  MM     MM  16.2  19.9    MM   MM   MM    MM
2021 09 10 10 00 160  3.0  4.0   0.2    MM    MM  MM     MM  16.5  19.9    MM   MM   MM    MM
2021 09 10 09 30 170  3.0  4.0   0.1    MM    MM  MM     MM  16.3  19.9    MM   MM   MM    MM
2021 09 10 09 00 190  3.0  4.0   0.2    MM    MM  MM     MM  16.9  19.9    MM   MM   MM    MM
2021 09 10 08 30 170  3.0  3.0   0.2    MM    MM  MM     MM  16.8  20.0    MM   MM   MM    MM
2021 09 10 08 00 180  2.0  3.0   0.2    MM    MM  MM     MM  16.8  20.0    MM   MM   MM    MM
2021 09 10 07 30 180  3.0  4.0   0.2    MM    MM  MM     MM  16.9  20.0    MM   MM   MM    MM
2021 09 10 07 00 170  3.0  4.0   0.2    MM    MM  MM     MM  17.5  20.0    MM   MM   MM    MM
2021 09 10 06 30 160  4.0  5.0   0.2    MM    MM  MM     MM  17.1  20.0    MM   MM   MM    MM
2021 09 10 06 00 170  3.0  4.0   0.2    MM    MM  MM     MM  17.5  20.0    MM   MM   MM    MM
2021 09 10 05 30 200  3.0  3.0   0.2    MM    MM  MM     MM  18.7  20.0    MM   MM   MM    MM
2021 09 10 05 00 230  2.0  2.0   0.2    MM    MM  MM     MM  18.2  20.0    MM   MM   MM    MM
2021 09 10 04 30 330  2.0  3.0   0.1    MM    MM  MM     MM  17.8  20.0    MM   MM   MM    MM
2021 09 10 04 00 180  4.0  5.0   0.2    MM    MM  MM     MM  18.0  20.1    MM   MM   MM    MM
2021 09 10 03 30 200  3.0  3.0   0.2    MM    MM  MM     MM  18.2  20.1    MM   MM   MM    MM
2021 09 10 03 00 190  2.0  3.0   0.1    MM    MM  MM     MM  18.5  20.1    MM   MM   MM    MM
2021 09 10 02 30 210  2.0  3.0   0.2    MM    MM  MM     MM  18.5  20.1    MM   MM   MM    MM
2021 09 10 02 00 200  2.0  3.0   0.2    MM    MM  MM     MM  18.2  20.1    MM   MM   MM    MM
2021 09 10 01 30 200  3.0  4.0   0.2    MM    MM  MM     MM  18.7  20.2    MM   MM   MM    MM
2021 09 10 01 00 200  3.0  4.0   0.2    MM    MM  MM     MM  18.8  20.2    MM   MM   MM    MM
2021 09 10 00 30 220  4.0  5.0   0.2    MM    MM  MM     MM  18.8  20.2    MM   MM   MM    MM
2021 09 10 00 00 230  5.0  6.0   0.2    MM    MM  MM     MM  19.2  20.2    MM   MM   MM    MM
2021 09 09 23 30 230  5.0  6.0   0.3     3    MM  MM     MM  19.1  20.2    MM   MM   MM    MM
2021 09 09 23 00 250  5.0  6.0   0.3     2    MM  MM     MM  19.2  20.2    MM   MM   MM    MM
2021 09 09 22 30 250  5.0  6.0   0.3     4    MM  MM     MM  19.2  20.3    MM   MM   MM    MM
2021 09 09 22 00 250  4.0  5.0   0.3     4    MM  MM     MM  19.5  20.3    MM   MM   MM    MM
2021 09 09 21 30 250  5.0  6.0   0.3     4    MM  MM     MM  19.4  20.3    MM   MM   MM    MM
2021 09 09 21 00 250  5.0  6.0   0.3     4    MM  MM     MM  19.0  20.3    MM   MM   MM    MM
2021 09 09 20 30 260  4.0  6.0   0.3     4    MM  MM     MM  19.0  20.3    MM   MM   MM    MM
2021 09 09 20 00 270  4.0  6.0   0.3     3    MM  MM     MM  18.9  20.3    MM   MM   MM    MM
2021 09 09 19 30 270  5.0  6.0   0.4     3    MM  MM     MM  18.8  20.2    MM   MM   MM    MM
2021 09 09 19 00 280  6.0  8.0   0.4     4    MM  MM     MM  18.7  20.2    MM   MM   MM    MM
2021 09 09 18 30 280  6.0  7.0   0.3     4    MM  MM     MM  18.7  20.2    MM   MM   MM    MM
2021 09 09 18 00 320  4.0  5.0   0.3     4    MM  MM     MM  18.6  20.3    MM   MM   MM    MM
2021 09 09 17 30 340  4.0  5.0   0.3     4    MM  MM     MM  18.4  20.2    MM   MM   MM    MM
2021 09 09 17 00 330  3.0  4.0   0.3     4    MM  MM     MM  18.3  20.2    MM   MM   MM    MM
2021 09 09 16 30 330  4.0  5.0   0.4     4    MM  MM     MM  18.2  20.1    MM   MM   MM    MM
2021 09 09 16 00 310  4.0  4.0   0.4     4    MM  MM     MM  18.1  20.1    MM   MM   MM    MM
2021 09 09 15 30 330  4.0  5.0   0.4     4    MM  MM     MM  18.0  20.0    MM   MM   MM    MM
2021 09 09 15 00 330  5.0  6.0   0.5     4    MM  MM     MM  18.0  20.0    MM   MM   MM    MM
2021 09 09 14 30 340  5.0  6.0   0.6     5    MM  MM     MM  17.9  19.9    MM   MM   MM    MM
2021 09 09 14 00 360  6.0  7.0   0.6     5    MM  MM     MM  17.8  19.9    MM   MM   MM    MM
2021 09 09 13 30 340  7.0  8.0   0.6     4    MM  MM     MM  17.7  19.9    MM   MM   MM    MM
2021 09 09 13 00 350  7.0  8.0   0.7     5    MM  MM     MM  17.5  19.9    MM   MM   MM    MM
2021 09 09 12 30 340  7.0  8.0   0.6     5    MM  MM     MM  17.5  19.9    MM   MM   MM    MM
2021 09 09 12 00 330  7.0  8.0   0.7     4    MM  MM     MM  17.5  19.9    MM   MM   MM    MM
2021 09 09 11 30 330  7.0  9.0   0.6     7    MM  MM     MM  17.4  19.8    MM   MM   MM    MM
2021 09 09 11 00 340  7.0  9.0   0.6     5    MM  MM     MM  17.3  19.8    MM   MM   MM    MM
2021 09 09 10 30 330  8.0  9.0   0.7     5    MM  MM     MM  17.5  19.8    MM   MM   MM    MM
2021 09 09 10 00 330  8.0 10.0   0.7     5    MM  MM     MM  17.5  19.9    MM   MM   MM    MM
2021 09 09 09 30 340  8.0 10.0   0.7     5    MM  MM     MM  17.5  19.9    MM   MM   MM    MM
2021 09 09 09 00 340  9.0 10.0   0.8     5    MM  MM     MM  17.5  19.9    MM   MM   MM    MM
2021 09 09 08 30 330  9.0 11.0   0.7     5    MM  MM     MM  17.4  19.9    MM   MM   MM    MM
2021 09 09 08 00 320  9.0 11.0   0.8     5    MM  MM     MM  17.6  19.9    MM   MM   MM    MM
2021 09 09 07 30 330 10.0 12.0   0.8     8    MM  MM     MM  17.5  19.9    MM   MM   MM    MM
2021 09 09 07 00 330 10.0 12.0   0.8     5    MM  MM     MM  17.4  19.9    MM   MM   MM    MM
2021 09 09 06 30 310  9.0 12.0   0.8     5    MM  MM     MM  17.4  19.9    MM   MM   MM    MM
2021 09 09 06 00 320 10.0 11.0   0.8     6    MM  MM     MM  17.5  19.9    MM   MM   MM    MM
2021 09 09 05 30 320  9.0 12.0   0.8     5    MM  MM     MM  17.7  19.9    MM   MM   MM    MM
2021 09 09 05 00 320  8.0 12.0   1.0     6    MM  MM     MM  18.0  19.9    MM   MM   MM    MM
2021 09 09 04 30 300 10.0 12.0   1.0     6    MM  MM     MM  18.1  20.0    MM   MM   MM    MM
2021 09 09 04 00 300 10.0 12.0   1.1     6    MM  MM     MM  18.2  20.0    MM   MM   MM    MM
2021 09 09 03 30 300 10.0 12.0   1.3     6    MM  MM     MM  18.0  20.0    MM   MM   MM    MM
2021 09 09 03 00 310 10.0 13.0   0.8     6    MM  MM     MM  15.6  20.0    MM   MM   MM    MM
2021 09 09 02 30 300  9.0 11.0   0.9     6    MM  MM     MM  18.6  20.1    MM   MM   MM    MM
2021 09 09 02 00 300 10.0 12.0   1.0     6    MM  MM     MM  18.2  20.1    MM   MM   MM    MM
2021 09 09 01 30 310 10.0 13.0   1.1     5    MM  MM     MM  18.5  20.1    MM   MM   MM    MM
2021 09 09 01 00 310 10.0 12.0   1.3     6    MM  MM     MM  18.5  20.2    MM   MM   MM    MM
2021 09 09 00 30 310  9.0 12.0   0.9     6    MM  MM     MM  18.6  20.2    MM   MM   MM    MM
2021 09 09 00 00 310 10.0 11.0   0.8     7    MM  MM     MM  18.5  20.2    MM   MM   MM    MM
2021 09 08 23 30 310 10.0 14.0   0.9     5    MM  MM     MM  18.2  20.2    MM   MM   MM    MM
2021 09 08 23 00 310 10.0 12.0   0.9     5    MM  MM     MM  17.7  20.2    MM   MM   MM    MM
2021 09 08 22 30 300 10.0 12.0   0.8     4    MM  MM     MM  18.3  20.2    MM   MM   MM    MM
2021 09 08 22 00 320  9.0 12.0   0.7     4    MM  MM     MM  18.1  20.2    MM   MM   MM    MM
2021 09 08 21 30 310 11.0 12.0   0.9     5    MM  MM     MM  18.1  20.2    MM   MM   MM    MM
2021 09 08 21 00 310 10.0 13.0   0.9     4    MM  MM     MM  18.0  20.3    MM   MM   MM    MM
2021 09 08 20 30 310  9.0 11.0   0.7     4    MM  MM     MM  18.4  20.3    MM   MM   MM    MM
2021 09 08 20 00 330  9.0 14.0   0.7     3    MM  MM     MM  18.3  20.3    MM   MM   MM    MM
2021 09 08 19 30 300  9.0 12.0   0.8     7    MM  MM     MM  18.9  20.3    MM   MM   MM    MM
2021 09 08 19 00 270  8.0 11.0   0.7     4    MM  MM     MM  18.4  20.3    MM   MM   MM    MM
2021 09 08 18 30 270  9.0 12.0   0.7     4    MM  MM     MM  18.8  20.3    MM   MM   MM    MM
2021 09 08 18 00 260 10.0 13.0   0.8     5    MM  MM     MM  18.9  20.3    MM   MM   MM    MM
2021 09 08 17 30 260  9.0 11.0   0.7     4    MM  MM     MM  18.7  20.3    MM   MM   MM    MM
2021 09 08 17 00 270 10.0 13.0   0.8     5    MM  MM     MM  18.5  20.3    MM   MM   MM    MM
2021 09 08 16 30 280 10.0 13.0   0.9     4    MM  MM     MM  18.3  20.3    MM   MM   MM    MM
2021 09 08 16 00 270 10.0 13.0   0.9     4    MM  MM     MM  18.4  20.3    MM   MM   MM    MM
2021 09 08 15 30 260 11.0 13.0   0.8     5    MM  MM     MM  18.5  20.3    MM   MM   MM    MM
2021 09 08 15 00 260  9.0 11.0   0.8     5    MM  MM     MM  18.6  20.3    MM   MM   MM    MM
2021 09 08 14 30 270 10.0 12.0   0.8     4    MM  MM     MM  18.5  20.3    MM   MM   MM    MM
2021 09 08 14 00 260 10.0 15.0   0.8     4    MM  MM     MM  18.4  20.3    MM   MM   MM    MM
2021 09 08 13 30 270 10.0 14.0   0.8     5    MM  MM     MM  18.3  20.3    MM   MM   MM    MM
2021 09 08 13 00 260  9.0 12.0   0.9     5    MM  MM     MM  18.2  20.2    MM   MM   MM    MM
2021 09 08 12 30 270 11.0 13.0   0.7     4    MM  MM     MM  18.0  20.2    MM   MM   MM    MM
2021 09 08 12 00 250 10.0 12.0   0.7     5    MM  MM     MM  18.1  20.2    MM   MM   MM    MM
2021 09 08 11 30 250 10.0 13.0   0.7     4    MM  MM     MM  18.2  20.2    MM   MM   MM    MM
2021 09 08 11 00 260 10.0 12.0   0.7     4    MM  MM     MM  18.2  20.1    MM   MM   MM    MM
2021 09 08 10 30 260 10.0 13.0   0.7     5    MM  MM     MM  18.6  20.1    MM   MM   MM    MM
2021 09 08 10 00 250 10.0 13.0   0.8     4    MM  MM     MM  18.6  20.1    MM   MM   MM    MM
2021 09 08 09 30 260 10.0 12.0   0.8     5    MM  MM     MM  18.8  20.1    MM   MM   MM    MM
2021 09 08 09 00 250 10.0 12.0   0.8     5    MM  MM     MM  19.2  20.2    MM   MM   MM    MM
2021 09 08 08 30 250  9.0 11.0   0.8     5    MM  MM     MM  19.2  20.2    MM   MM   MM    MM
2021 09 08 08 00 250  9.0 12.0   0.8     5    MM  MM     MM  19.3  20.2    MM   MM   MM    MM
2021 09 08 07 30 260  9.0 10.0   0.7     4    MM  MM     MM  19.1  20.2    MM   MM   MM    MM
2021 09 08 07 00 260 10.0 13.0   0.7     4    MM  MM     MM  19.2  20.2    MM   MM   MM    MM
2021 09 08 06 30 260 10.0 13.0   0.6     4    MM  MM     MM  19.5  20.3    MM   MM   MM    MM
2021 09 08 06 00 250  9.0 11.0   0.6     4    MM  MM     MM  19.9  20.3    MM   MM   MM    MM
2021 09 08 05 30 250  7.0  9.0   0.6     3    MM  MM     MM  20.6  20.3    MM   MM   MM    MM
2021 09 08 05 00 250  8.0 10.0   0.5     3    MM  MM     MM  20.6  20.3    MM   MM   MM    MM
2021 09 08 04 30 270  8.0 11.0   0.5     3    MM  MM     MM  20.6  20.3    MM   MM   MM    MM
2021 09 08 04 00 300  8.0 10.0   0.4     3    MM  MM     MM  20.5  20.3    MM   MM   MM    MM
2021 09 08 03 30 300 11.0 14.0   0.3     3    MM  MM     MM  21.2  20.3    MM   MM   MM    MM
2021 09 08 03 00 220  4.0  6.0   0.3     3    MM  MM     MM  21.1  20.4    MM   MM   MM    MM
2021 09 08 02 30 220  6.0  6.0   0.3     3    MM  MM     MM  20.7  20.4    MM   MM   MM    MM
2021 09 08 02 00 220  5.0  6.0   0.3     4    MM  MM     MM  20.6  20.4    MM   MM   MM    MM
2021 09 08 01 30 220  5.0  6.0   0.3     3    MM  MM     MM  20.7  20.4    MM   MM   MM    MM
2021 09 08 01 00 220  5.0  7.0   0.3     3    MM  MM     MM  20.7  20.4    MM   MM   MM    MM
2021 09 08 00 30 210  5.0  6.0   0.3     3    MM  MM     MM  20.8  20.4    MM   MM   MM    MM
2021 09 08 00 00 220  5.0  6.0   0.3     3    MM  MM     MM  20.9  20.4    MM   MM   MM    MM
2021 09 07 23 30 220  5.0  6.0   0.4     3    MM  MM     MM  21.0  20.4    MM   MM   MM    MM
2021 09 07 23 00 240  6.0  8.0   0.4     3    MM  MM     MM  20.9  20.4    MM   MM   MM    MM
2021 09 07 22 30 240  6.0  7.0   0.4     3    MM  MM     MM  20.8  20.4    MM   MM   MM    MM
2021 09 07 22 00 260  5.0  7.0   0.4     3    MM  MM     MM  21.0  20.4    MM   MM   MM    MM
2021 09 07 21 30 260  7.0  8.0   0.4     3    MM  MM     MM  20.8  20.4    MM   MM   MM    MM
2021 09 07 21 00 240  6.0  7.0   0.3     2    MM  MM     MM  20.9  20.4    MM   MM   MM    MM
2021 09 07 20 30 240  6.0  7.0   0.2    MM    MM  MM     MM  20.9  20.4    MM   MM   MM    MM
2021 09 07 20 00 200  4.0  5.0   0.3     6    MM  MM     MM  19.9  20.2    MM   MM   MM    MM
2021 09 07 19 30 210  5.0  6.0   0.3     6    MM  MM     MM  19.6  20.1    MM   MM   MM    MM
2021 09 07 19 00 170  5.0  6.0   0.3     2    MM  MM     MM  18.6  20.0    MM   MM   MM    MM
2021 09 07 18 30 200  5.0  6.0   0.4     3    MM  MM     MM  18.1  19.9    MM   MM   MM    MM
2021 09 07 18 00 170 11.0 13.0   0.4     2    MM  MM     MM  17.9  19.9    MM   MM   MM    MM
2021 09 07 17 30 150  8.0 10.0   0.5     3    MM  MM     MM  17.8  20.0    MM   MM   MM    MM
2021 09 07 17 00 160  9.0 12.0   0.5     3    MM  MM     MM  18.2  20.0    MM   MM   MM    MM
2021 09 07 16 30 160  9.0 12.0   0.4     6    MM  MM     MM  18.2  20.1    MM   MM   MM    MM
2021 09 07 16 00 150  9.0 12.0   0.3     6    MM  MM     MM  17.8  20.2    MM   MM   MM    MM
2021 09 07 15 30 150  6.0  8.0   0.3     6    MM  MM     MM  17.7  20.2    MM   MM   MM    MM
2021 09 07 15 00 130  5.0  6.0   0.3     6    MM  MM     MM  17.5  20.2    MM   MM   MM    MM
2021 09 07 14 30 120  7.0  9.0   0.3     5    MM  MM     MM  17.3  20.2    MM   MM   MM    MM
2021 09 07 14 00 150  4.0  5.0   0.3     5    MM  MM     MM  16.1  20.2    MM   MM   MM    MM
2021 09 07 13 30 140  8.0 11.0   0.4     6    MM  MM     MM  16.0  20.2    MM   MM   MM    MM
2021 09 07 13 00 290 10.0 11.0   0.4     3    MM  MM     MM  16.3  20.2    MM   MM   MM    MM
2021 09 07 12 30 150  8.0  9.0   0.4     2    MM  MM     MM  18.6  20.3    MM   MM   MM    MM
2021 09 07 12 00 150  9.0 10.0   0.4     2    MM  MM     MM  18.3  20.3    MM   MM   MM    MM
2021 09 07 11 30 160  8.0 10.0   0.4     2    MM  MM     MM  17.7  20.4    MM   MM   MM    MM
2021 09 07 11 00 170  8.0 10.0   0.3     2    MM  MM     MM  17.7  20.4    MM   MM   MM    MM
2021 09 07 10 30 160  8.0 10.0   0.3     2    MM  MM     MM  17.2  20.4    MM   MM   MM    MM
2021 09 07 10 00 170  8.0 10.0   0.4     2    MM  MM     MM  17.1  20.4    MM   MM   MM    MM
2021 09 07 09 30 170  8.0  9.0   0.3     2    MM  MM     MM  17.2  20.5    MM   MM   MM    MM
2021 09 07 09 00 170  7.0  9.0   0.3     2    MM  MM     MM  16.8  20.5    MM   MM   MM    MM
2021 09 07 08 30 170  6.0  7.0   0.2    MM    MM  MM     MM  16.6  20.5    MM   MM   MM    MM
2021 09 07 08 00 170  6.0  7.0   0.2    MM    MM  MM     MM  16.9  20.5    MM   MM   MM    MM
2021 09 07 07 30 180  5.0  6.0   0.2    MM    MM  MM     MM  16.6  20.5    MM   MM   MM    MM
2021 09 07 07 00 170  6.0  7.0   0.2    MM    MM  MM     MM  16.6  20.5    MM   MM   MM    MM
2021 09 07 06 30 170  6.0  7.0   0.2    MM    MM  MM     MM  16.8  20.6    MM   MM   MM    MM
2021 09 07 06 00 180  6.0  7.0   0.2    MM    MM  MM     MM  16.8  20.6    MM   MM   MM    MM
2021 09 07 05 30 180  6.0  7.0   0.2    MM    MM  MM     MM  17.3  20.6    MM   MM   MM    MM
2021 09 07 05 00 180  6.0  7.0   0.2    MM    MM  MM     MM  17.4  20.6    MM   MM   MM    MM
2021 09 07 04 30 180  4.0  6.0   0.2    MM    MM  MM     MM  17.3  20.7    MM   MM   MM    MM
2021 09 07 04 00 180  5.0  6.0   0.2    MM    MM  MM     MM  17.3  20.7    MM   MM   MM    MM
2021 09 07 03 30 180  5.0  6.0   0.2    MM    MM  MM     MM  17.9  20.7    MM   MM   MM    MM
2021 09 07 03 00 170  5.0  6.0   0.2    MM    MM  MM     MM  17.6  20.7    MM   MM   MM    MM
2021 09 07 02 30 180  5.0  6.0   0.2    MM    MM  MM     MM  18.2  20.7    MM   MM   MM    MM
2021 09 07 02 00 170  4.0  5.0   0.2    MM    MM  MM     MM  18.3  20.8    MM   MM   MM    MM
2021 09 07 01 30 180  4.0  5.0   0.2    MM    MM  MM     MM  18.6  20.8    MM   MM   MM    MM
2021 09 07 01 00 190  4.0  6.0   0.2    MM    MM  MM     MM  18.7  20.8    MM   MM   MM    MM
2021 09 07 00 30 190  4.0  5.0   0.2    MM    MM  MM     MM  19.1  20.8    MM   MM   MM    MM
2021 09 07 00 00 190  3.0  4.0   0.2    MM    MM  MM     MM  19.3  20.8    MM   MM   MM    MM
2021 09 06 23 30 220  3.0  4.0   0.3     3    MM  MM     MM  19.6  20.9    MM   MM   MM    MM
2021 09 06 23 00 200  4.0  5.0   0.3     4    MM  MM     MM  19.3  20.9    MM   MM   MM    MM
2021 09 06 22 30 240  4.0  5.0   0.3     4    MM  MM     MM  19.4  20.9    MM   MM   MM    MM
2021 09 06 22 00 250  4.0  5.0   0.3     4    MM  MM     MM  19.3  20.9    MM   MM   MM    MM
2021 09 06 21 30 240  5.0  6.0   0.4     4    MM  MM     MM  19.1  20.9    MM   MM   MM    MM
2021 09 06 21 00 240  5.0  7.0   0.3     4    MM  MM     MM  19.1  20.9    MM   MM   MM    MM
2021 09 06 20 30 270  5.0  6.0   0.3     4    MM  MM     MM  19.0  20.9    MM   MM   MM    MM
2021 09 06 20 00 270  5.0  6.0   0.4     4    MM  MM     MM  18.9  20.9    MM   MM   MM    MM
2021 09 06 19 30 280  5.0  6.0   0.4     4    MM  MM     MM  18.9  20.9    MM   MM   MM    MM
2021 09 06 19 00 270  5.0  6.0   0.4     4    MM  MM     MM  18.8  20.8    MM   MM   MM    MM
2021 09 06 18 30 260  6.0  7.0   0.4     5    MM  MM     MM  18.6  20.8    MM   MM   MM    MM
2021 09 06 18 00 270  5.0  7.0   0.4     4    MM  MM     MM  18.7  20.8    MM   MM   MM    MM
2021 09 06 17 30 270  6.0  8.0   0.5     5    MM  MM     MM  18.6  20.7    MM   MM   MM    MM
2021 09 06 17 00 280  6.0  8.0   0.5     7    MM  MM     MM  18.5  20.7    MM   MM   MM    MM
2021 09 06 16 30 270  5.0  7.0   0.5     5    MM  MM     MM  18.5  20.7    MM   MM   MM    MM
2021 09 06 16 00 280  6.0  7.0   0.5     4    MM  MM     MM  18.5  20.7    MM   MM   MM    MM
2021 09 06 15 30 270  6.0  7.0   0.5     4    MM  MM     MM  18.5  20.7    MM   MM   MM    MM
2021 09 06 15 00 300  5.0  6.0   0.6     5    MM  MM     MM  18.5  20.6    MM   MM   MM    MM
2021 09 06 14 30 290  6.0  9.0   0.6     5    MM  MM     MM  18.2  20.6    MM   MM   MM    MM
2021 09 06 14 00 280  7.0  9.0   0.5     5    MM  MM     MM  18.3  20.6    MM   MM   MM    MM
