#YY,MM,DD,hh,mm,WDIR,WSPD,GST,WVHT,DPD,APD,MWD,PRES,ATMP,WTMP,DEWP,VIS,PTDY,TIDE,READING_STATION_ID
#yr,mo,dy,hr,mn,degT,m/s,m/s,m,sec,sec,degT,hPa,degC,degC,degC,nmi,hPa,ft,41038
2021,09,10,18,08,100,2.0,4.0,MM,MM,MM,MM,1018.0,24.2,26.5,MM,MM,MM,MM,41038
2021,09,10,17,08,30,3.0,6.0,MM,MM,MM,MM,1017.8,23.4,26.4,MM,MM,MM,MM,41038
2021,09,10,16,08,20,5.0,7.0,MM,MM,MM,MM,1017.7,23.3,26.3,MM,MM,MM,MM,41038
2021,09,10,15,08,30,5.0,8.0,MM,MM,MM,MM,1017.9,22.9,26.2,MM,MM,MM,MM,41038
2021,09,10,14,08,30,6.0,9.0,MM,MM,MM,MM,1016.9,22.0,26.2,MM,MM,MM,MM,41038
2021,09,10,13,08,20,6.0,9.0,MM,MM,MM,MM,1016.5,21.6,26.2,MM,MM,MM,MM,41038
2021,09,10,12,08,10,6.0,8.0,MM,MM,MM,MM,1015.9,20.9,26.2,MM,MM,MM,MM,41038
2021,09,10,11,08,350,6.0,8.0,MM,MM,MM,MM,1014.7,20.5,26.2,MM,MM,MM,MM,41038
2021,09,10,10,08,360,5.0,8.0,MM,MM,MM,MM,1013.6,20.6,26.2,MM,MM,MM,MM,41038
2021,09,10,09,08,360,6.0,9.0,MM,MM,MM,MM,1012.9,20.9,26.2,MM,MM,MM,MM,41038
2021,09,10,08,08,360,7.0,10.0,MM,MM,MM,MM,1012.5,21.3,26.2,MM,MM,MM,MM,41038
2021,09,10,07,08,360,6.0,8.0,MM,MM,MM,MM,1012.5,21.5,26.3,MM,MM,MM,MM,41038
2021,09,10,06,08,360,7.0,9.0,MM,MM,MM,MM,1012.3,21.4,26.3,MM,MM,MM,MM,41038
2021,09,10,05,08,10,6.0,10.0,MM,MM,MM,MM,1012.1,21.8,26.3,MM,MM,MM,MM,41038
2021,09,10,04,08,10,7.0,9.0,MM,MM,MM,MM,1011.5,22.0,26.3,MM,MM,MM,MM,41038
2021,09,10,03,08,20,6.0,9.0,MM,MM,MM,MM,1010.9,22.4,26.4,MM,MM,MM,MM,41038
2021,09,10,02,08,10,7.0,10.0,MM,MM,MM,MM,1010.3,23.0,26.4,MM,MM,MM,MM,41038
2021,09,10,01,08,10,8.0,11.0,MM,MM,MM,MM,1009.8,23.7,26.3,MM,MM,MM,MM,41038
2021,09,10,00,08,20,7.0,9.0,MM,MM,MM,MM,1009.4,24.5,26.3,MM,MM,MM,MM,41038
2021,09,09,23,08,40,2.0,3.0,MM,MM,MM,MM,1008.3,24.1,26.3,MM,MM,MM,MM,41038
2021,09,09,22,08,50,2.0,3.0,MM,MM,MM,MM,1008.3,23.8,26.3,MM,MM,MM,MM,41038
2021,09,09,21,08,50,3.0,4.0,MM,MM,MM,MM,1008.9,23.2,26.2,MM,MM,MM,MM,41038
2021,09,09,20,08,340,4.0,6.0,MM,MM,MM,MM,1008.8,22.5,26.2,MM,MM,MM,MM,41038
2021,09,09,19,08,220,3.0,4.0,MM,MM,MM,MM,1009.2,22.4,26.3,MM,MM,MM,MM,41038
2021,09,09,18,08,310,3.0,5.0,MM,MM,MM,MM,1009.9,22.7,26.3,MM,MM,MM,MM,41038
2021,09,09,17,08,330,5.0,7.0,MM,MM,MM,MM,1009.8,23.6,26.3,MM,MM,MM,MM,41038
2021,09,09,16,08,320,6.0,8.0,MM,MM,MM,MM,1010.4,24.8,26.4,MM,MM,MM,MM,41038
2021,09,09,15,08,310,6.0,9.0,MM,MM,MM,MM,1011.0,25.2,26.4,MM,MM,MM,MM,41038
2021,09,09,14,08,310,6.0,8.0,MM,MM,MM,MM,1010.6,25.3,26.3,MM,MM,MM,MM,41038
2021,09,09,13,08,300,6.0,8.0,MM,MM,MM,MM,1010.7,25.1,26.3,MM,MM,MM,MM,41038
2021,09,09,12,08,280,6.0,8.0,MM,MM,MM,MM,1010.9,25.5,26.3,MM,MM,MM,MM,41038
2021,09,09,11,08,280,4.0,6.0,MM,MM,MM,MM,1010.8,25.5,26.3,MM,MM,MM,MM,41038
2021,09,09,10,08,320,4.0,5.0,MM,MM,MM,MM,1010.5,25.1,26.4,MM,MM,MM,MM,41038
2021,09,09,09,08,280,4.0,6.0,MM,MM,MM,MM,1010.8,25.8,26.5,MM,MM,MM,MM,41038
2021,09,09,08,08,270,4.0,6.0,MM,MM,MM,MM,1010.7,25.7,26.6,MM,MM,MM,MM,41038
2021,09,09,07,08,260,6.0,9.0,MM,MM,MM,MM,1010.9,25.8,26.3,MM,MM,MM,MM,41038
2021,09,09,06,08,250,7.0,10.0,MM,MM,MM,MM,1011.2,25.7,26.2,MM,MM,MM,MM,41038
2021,09,09,05,08,250,7.0,9.0,MM,MM,MM,MM,1011.3,25.7,26.2,MM,MM,MM,MM,41038
2021,09,09,04,08,250,9.0,11.0,MM,MM,MM,MM,1010.6,26.2,26.3,MM,MM,MM,MM,41038
2021,09,09,03,08,240,11.0,13.0,MM,MM,MM,MM,1010.5,25.5,26.4,MM,MM,MM,MM,41038
2021,09,09,02,08,230,7.0,10.0,MM,MM,MM,MM,1012.0,27.1,26.4,MM,MM,MM,MM,41038
2021,09,09,01,08,230,6.0,9.0,MM,MM,MM,MM,1012.0,27.1,26.5,MM,MM,MM,MM,41038
2021,09,09,00,08,220,6.0,7.0,MM,MM,MM,MM,1011.8,27.2,26.4,MM,MM,MM,MM,41038
2021,09,08,23,08,220,5.0,7.0,MM,MM,MM,MM,1011.8,27.0,26.5,MM,MM,MM,MM,41038
2021,09,08,22,08,220,6.0,8.0,MM,MM,MM,MM,1012.1,27.1,26.6,MM,MM,MM,MM,41038
2021,09,08,21,08,200,6.0,9.0,MM,MM,MM,MM,1011.4,27.1,26.7,MM,MM,MM,MM,41038
2021,09,08,20,08,210,6.0,7.0,MM,MM,MM,MM,1011.6,27.2,26.7,MM,MM,MM,MM,41038
2021,09,08,19,08,200,5.0,7.0,MM,MM,MM,MM,1012.3,27.2,26.8,MM,MM,MM,MM,41038
2021,09,08,18,08,210,5.0,7.0,MM,MM,MM,MM,1013.5,27.2,26.9,MM,MM,MM,MM,41038
2021,09,08,17,08,210,4.0,5.0,MM,MM,MM,MM,1014.5,27.3,26.9,MM,MM,MM,MM,41038
2021,09,08,16,08,210,3.0,4.0,MM,MM,MM,MM,1014.7,27.0,26.7,MM,MM,MM,MM,41038
2021,09,08,15,08,190,2.0,3.0,MM,MM,MM,MM,1014.6,27.0,26.3,MM,MM,MM,MM,41038
2021,09,08,14,08,170,1.0,2.0,MM,MM,MM,MM,1014.9,26.7,26.2,MM,MM,MM,MM,41038
2021,09,08,13,08,250,2.0,3.0,MM,MM,MM,MM,1015.0,26.2,26.1,MM,MM,MM,MM,41038
2021,09,08,12,08,240,1.0,3.0,MM,MM,MM,MM,1015.2,25.8,26.0,MM,MM,MM,MM,41038
2021,09,08,11,08,220,1.0,3.0,MM,MM,MM,MM,1014.6,25.6,26.0,MM,MM,MM,MM,41038
2021,09,08,10,08,220,2.0,3.0,MM,MM,MM,MM,1014.1,25.4,26.0,MM,MM,MM,MM,41038
2021,09,08,09,08,260,1.0,2.0,MM,MM,MM,MM,1013.9,25.3,26.0,MM,MM,MM,MM,41038
2021,09,08,08,08,260,2.0,3.0,MM,MM,MM,MM,1014.2,25.4,26.0,MM,MM,MM,MM,41038
2021,09,08,07,08,290,3.0,4.0,MM,MM,MM,MM,1014.6,25.7,26.1,MM,MM,MM,MM,41038
2021,09,08,06,08,290,3.0,5.0,MM,MM,MM,MM,1014.9,26.1,26.1,MM,MM,MM,MM,41038
2021,09,08,05,08,260,4.0,5.0,MM,MM,MM,MM,1015.1,26.4,26.2,MM,MM,MM,MM,41038
2021,09,08,04,08,230,3.0,4.0,MM,MM,MM,MM,1015.2,26.4,26.2,MM,MM,MM,MM,41038
2021,09,08,03,08,230,2.0,3.0,MM,MM,MM,MM,1015.0,26.3,26.3,MM,MM,MM,MM,41038
2021,09,08,02,08,220,2.0,3.0,MM,MM,MM,MM,1015.2,26.5,26.3,MM,MM,MM,MM,41038
2021,09,08,01,08,230,2.0,3.0,MM,MM,MM,MM,1014.9,26.4,26.4,MM,MM,MM,MM,41038
2021,09,08,00,08,210,2.0,3.0,MM,MM,MM,MM,1014.4,26.5,26.4,MM,MM,MM,MM,41038
2021,09,07,23,08,190,2.0,3.0,MM,MM,MM,MM,1014.1,26.9,26.4,MM,MM,MM,MM,41038
2021,09,07,22,08,160,3.0,4.0,MM,MM,MM,MM,1014.4,27.1,26.4,MM,MM,MM,MM,41038
2021,09,07,21,08,170,3.0,5.0,MM,MM,MM,MM,1014.8,26.7,26.5,MM,MM,MM,MM,41038
2021,09,07,20,08,150,3.0,5.0,MM,MM,MM,MM,1015.2,26.7,26.4,MM,MM,MM,MM,41038
2021,09,07,19,08,130,3.0,5.0,MM,MM,MM,MM,1015.5,26.9,26.5,MM,MM,MM,MM,41038
2021,09,07,18,08,120,4.0,5.0,MM,MM,MM,MM,1015.5,27.0,26.5,MM,MM,MM,MM,41038
2021,09,07,17,08,110,4.0,5.0,MM,MM,MM,MM,1015.8,27.0,26.7,MM,MM,MM,MM,41038
2021,09,07,16,08,100,3.0,4.0,MM,MM,MM,MM,1015.9,26.9,26.5,MM,MM,MM,MM,41038
2021,09,07,15,08,120,2.0,3.0,MM,MM,MM,MM,1017.2,26.7,26.1,MM,MM,MM,MM,41038
2021,09,07,14,08,150,1.0,1.0,MM,MM,MM,MM,1016.2,26.7,26.0,MM,MM,MM,MM,41038
2021,09,07,13,08,90,3.0,4.0,MM,MM,MM,MM,1015.1,26.1,26.0,MM,MM,MM,MM,41038
2021,09,07,12,08,90,4.0,5.0,MM,MM,MM,MM,1015.4,25.9,26.0,MM,MM,MM,MM,41038
2021,09,07,11,08,60,2.0,3.0,MM,MM,MM,MM,1014.8,25.5,26.0,MM,MM,MM,MM,41038
2021,09,07,10,08,90,2.0,2.0,MM,MM,MM,MM,1014.5,25.4,26.1,MM,MM,MM,MM,41038
2021,09,07,09,08,50,2.0,3.0,MM,MM,MM,MM,1014.0,25.4,25.9,MM,MM,MM,MM,41038
2021,09,07,08,08,360,1.0,2.0,MM,MM,MM,MM,1013.7,25.6,26.0,MM,MM,MM,MM,41038
2021,09,07,07,08,240,2.0,3.0,MM,MM,MM,MM,1013.8,25.5,26.1,MM,MM,MM,MM,41038
2021,09,07,06,08,310,3.0,4.0,MM,MM,MM,MM,1014.3,25.5,26.0,MM,MM,MM,MM,41038
2021,09,07,05,08,310,3.0,4.0,MM,MM,MM,MM,1014.6,26.0,26.1,MM,MM,MM,MM,41038
2021,09,07,04,08,240,3.0,3.0,MM,MM,MM,MM,1014.6,26.5,26.1,MM,MM,MM,MM,41038
2021,09,07,03,08,230,3.0,4.0,MM,MM,MM,MM,1014.2,26.6,26.1,MM,MM,MM,MM,41038
2021,09,07,02,08,240,4.0,6.0,MM,MM,MM,MM,1013.9,26.7,26.1,MM,MM,MM,MM,41038
2021,09,07,01,08,230,5.0,7.0,MM,MM,MM,MM,1013.1,26.7,26.0,MM,MM,MM,MM,41038
2021,09,07,00,08,220,5.0,7.0,MM,MM,MM,MM,1012.6,26.5,26.1,MM,MM,MM,MM,41038
2021,09,06,23,08,210,5.0,7.0,MM,MM,MM,MM,1011.7,26.6,26.1,MM,MM,MM,MM,41038
2021,09,06,22,08,200,5.0,6.0,MM,MM,MM,MM,1011.9,26.7,26.2,MM,MM,MM,MM,41038
2021,09,06,21,08,200,5.0,7.0,MM,MM,MM,MM,1011.9,26.8,26.5,MM,MM,MM,MM,41038
2021,09,06,20,08,180,6.0,8.0,MM,MM,MM,MM,1012.4,26.8,26.1,MM,MM,MM,MM,41038
2021,09,06,19,08,190,5.0,6.0,MM,MM,MM,MM,1012.4,26.6,26.4,MM,MM,MM,MM,41038
2021,09,06,18,08,190,4.0,5.0,MM,MM,MM,MM,1013.6,26.6,26.4,MM,MM,MM,MM,41038
2021,09,06,17,08,190,5.0,6.0,MM,MM,MM,MM,1013.7,26.7,26.4,MM,MM,MM,MM,41038
2021,09,06,16,08,270,2.0,3.0,MM,MM,MM,MM,1014.7,27.5,26.0,MM,MM,MM,MM,41038
2021,09,06,15,08,260,2.0,3.0,MM,MM,MM,MM,1015.0,26.6,25.6,MM,MM,MM,MM,41038
2021,09,06,14,08,320,3.0,4.0,MM,MM,MM,MM,1015.0,25.6,25.4,MM,MM,MM,MM,41038
2021,09,06,13,08,320,5.0,6.0,MM,MM,MM,MM,1014.4,24.6,25.4,MM,MM,MM,MM,41038
2021,09,06,12,08,330,5.0,6.0,MM,MM,MM,MM,1014.1,24.0,25.4,MM,MM,MM,MM,41038
2021,09,06,11,08,310,4.0,6.0,MM,MM,MM,MM,1013.7,24.2,25.4,MM,MM,MM,MM,41038
2021,09,06,10,08,300,5.0,6.0,MM,MM,MM,MM,1013.7,24.6,25.3,MM,MM,MM,MM,41038
2021,09,06,09,08,290,3.0,4.0,MM,MM,MM,MM,1013.4,24.6,25.3,MM,MM,MM,MM,41038
2021,09,06,08,08,280,3.0,4.0,MM,MM,MM,MM,1013.5,25.3,25.3,MM,MM,MM,MM,41038
2021,09,06,07,08,270,4.0,6.0,MM,MM,MM,MM,1013.8,25.6,25.3,MM,MM,MM,MM,41038
2021,09,06,06,08,260,4.0,6.0,MM,MM,MM,MM,1013.9,25.6,25.3,MM,MM,MM,MM,41038
2021,09,06,05,08,240,6.0,8.0,MM,MM,MM,MM,1014.1,25.8,25.4,MM,MM,MM,MM,41038
2021,09,06,04,08,240,5.0,7.0,MM,MM,MM,MM,1014.1,25.9,25.4,MM,MM,MM,MM,41038
2021,09,06,03,08,230,4.0,6.0,MM,MM,MM,MM,1013.9,25.9,25.4,MM,MM,MM,MM,41038
2021,09,06,02,08,240,5.0,6.0,MM,MM,MM,MM,1013.8,25.8,25.5,MM,MM,MM,MM,41038
2021,09,06,01,08,240,5.0,7.0,MM,MM,MM,MM,1013.9,25.9,25.6,MM,MM,MM,MM,41038
2021,09,06,00,08,230,5.0,7.0,MM,MM,MM,MM,1013.5,25.7,25.7,MM,MM,MM,MM,41038
2021,09,05,23,08,220,6.0,8.0,MM,MM,MM,MM,1013.3,25.7,25.8,MM,MM,MM,MM,41038
2021,09,05,22,08,220,6.0,8.0,MM,MM,MM,MM,1013.4,25.7,25.8,MM,MM,MM,MM,41038
2021,09,05,21,08,210,6.0,7.0,MM,MM,MM,MM,1013.6,25.5,25.9,MM,MM,MM,MM,41038
2021,09,05,20,08,200,5.0,6.0,MM,MM,MM,MM,1013.8,25.5,25.9,MM,MM,MM,MM,41038
2021,09,05,19,08,190,4.0,5.0,MM,MM,MM,MM,1014.3,25.5,25.9,MM,MM,MM,MM,41038
2021,09,05,18,08,160,3.0,5.0,MM,MM,MM,MM,1015.1,25.2,25.7,MM,MM,MM,MM,41038
2021,09,05,17,08,150,3.0,4.0,MM,MM,MM,MM,1015.7,24.9,25.5,MM,MM,MM,MM,41038
2021,09,05,16,08,140,1.0,2.0,MM,MM,MM,MM,1015.7,24.9,25.3,MM,MM,MM,MM,41038
2021,09,05,15,08,130,1.0,2.0,MM,MM,MM,MM,1016.6,25.1,25.3,MM,MM,MM,MM,41038
2021,09,05,14,08,60,2.0,3.0,MM,MM,MM,MM,1016.3,24.1,25.1,MM,MM,MM,MM,41038
2021,09,05,13,08,20,2.0,4.0,MM,MM,MM,MM,1015.6,23.0,25.1,MM,MM,MM,MM,41038
2021,09,05,12,08,10,3.0,4.0,MM,MM,MM,MM,1015.5,22.7,25.1,MM,MM,MM,MM,41038
2021,09,05,11,08,360,3.0,4.0,MM,MM,MM,MM,1015.2,22.9,25.1,MM,MM,MM,MM,41038
2021,09,05,10,08,330,3.0,6.0,MM,MM,MM,MM,1014.6,24.1,25.1,MM,MM,MM,MM,41038
2021,09,05,09,08,190,1.0,2.0,MM,MM,MM,MM,1014.3,24.4,25.1,MM,MM,MM,MM,41038
2021,09,05,08,08,170,3.0,4.0,MM,MM,MM,MM,1014.5,24.6,25.1,MM,MM,MM,MM,41038
2021,09,05,07,08,160,3.0,4.0,MM,MM,MM,MM,1014.9,24.6,25.0,MM,MM,MM,MM,41038
2021,09,05,06,08,130,4.0,5.0,MM,MM,MM,MM,1015.4,24.6,25.0,MM,MM,MM,MM,41038
2021,09,05,05,08,140,3.0,5.0,MM,MM,MM,MM,1015.9,24.6,25.0,MM,MM,MM,MM,41038
2021,09,05,04,08,120,3.0,5.0,MM,MM,MM,MM,1016.7,24.7,25.0,MM,MM,MM,MM,41038
2021,09,05,03,08,120,3.0,6.0,MM,MM,MM,MM,1016.8,24.6,25.0,MM,MM,MM,MM,41038
2021,09,05,02,08,120,4.0,6.0,MM,MM,MM,MM,1016.5,24.8,25.0,MM,MM,MM,MM,41038
2021,09,05,01,08,120,3.0,5.0,MM,MM,MM,MM,1016.7,24.9,25.1,MM,MM,MM,MM,41038
2021,09,05,00,08,110,3.0,5.0,MM,MM,MM,MM,1016.0,24.8,25.1,MM,MM,MM,MM,41038
2021,09,04,22,08,90,4.0,6.0,MM,MM,MM,MM,1015.8,24.8,25.3,MM,MM,MM,MM,41038
2021,09,04,21,08,90,5.0,7.0,MM,MM,MM,MM,1015.8,24.7,25.3,MM,MM,MM,MM,41038
2021,09,04,20,08,80,5.0,7.0,MM,MM,MM,MM,1015.9,24.3,25.1,MM,MM,MM,MM,41038
2021,09,04,19,08,90,5.0,8.0,MM,MM,MM,MM,1016.8,24.0,25.1,MM,MM,MM,MM,41038
2021,09,04,18,08,70,5.0,7.0,MM,MM,MM,MM,1017.7,23.8,25.1,MM,MM,MM,MM,41038
2021,09,04,17,08,50,5.0,7.0,MM,MM,MM,MM,1018.1,23.6,25.0,MM,MM,MM,MM,41038
2021,09,04,16,08,60,6.0,8.0,MM,MM,MM,MM,1018.6,23.5,24.9,MM,MM,MM,MM,41038
2021,09,04,15,08,40,6.0,9.0,MM,MM,MM,MM,1019.1,23.2,24.9,MM,MM,MM,MM,41038
2021,09,04,14,08,50,6.0,9.0,MM,MM,MM,MM,1018.7,23.2,24.8,MM,MM,MM,MM,41038
2021,09,04,13,08,40,6.0,10.0,MM,MM,MM,MM,1018.1,23.2,24.8,MM,MM,MM,MM,41038
2021,09,04,12,08,60,6.0,8.0,MM,MM,MM,MM,1017.8,23.6,24.8,MM,MM,MM,MM,41038
2021,09,04,11,08,60,6.0,7.0,MM,MM,MM,MM,1016.8,23.6,24.8,MM,MM,MM,MM,41038
2021,09,04,10,08,60,5.0,8.0,MM,MM,MM,MM,1016.6,23.7,24.9,MM,MM,MM,MM,41038
2021,09,04,09,08,70,6.0,9.0,MM,MM,MM,MM,1016.4,23.7,24.9,MM,MM,MM,MM,41038
2021,09,04,08,08,60,6.0,8.0,MM,MM,MM,MM,1016.6,24.0,24.9,MM,MM,MM,MM,41038
2021,09,04,07,08,80,5.0,8.0,MM,MM,MM,MM,1016.7,24.3,24.9,MM,MM,MM,MM,41038
2021,09,04,06,08,60,5.0,8.0,MM,MM,MM,MM,1017.0,24.5,25.0,MM,MM,MM,MM,41038
2021,09,04,05,08,70,6.0,9.0,MM,MM,MM,MM,1017.5,24.7,25.0,MM,MM,MM,MM,41038
2021,09,04,04,08,70,6.0,9.0,MM,MM,MM,MM,1017.6,24.7,25.0,MM,MM,MM,MM,41038
2021,09,04,03,08,90,7.0,10.0,MM,MM,MM,MM,1017.9,24.8,25.0,MM,MM,MM,MM,41038
2021,09,04,02,08,80,6.0,9.0,MM,MM,MM,MM,1017.6,24.9,25.1,MM,MM,MM,MM,41038
2021,09,04,01,08,90,6.0,8.0,MM,MM,MM,MM,1017.3,25.1,25.1,MM,MM,MM,MM,41038
2021,09,04,00,08,80,4.0,6.0,MM,MM,MM,MM,1016.6,25.4,25.2,MM,MM,MM,MM,41038
2021,09,03,23,08,80,5.0,7.0,MM,MM,MM,MM,1016.0,25.4,25.2,MM,MM,MM,MM,41038
2021,09,03,22,08,70,4.0,6.0,MM,MM,MM,MM,1015.9,25.3,25.3,MM,MM,MM,MM,41038
2021,09,03,21,08,70,4.0,5.0,MM,MM,MM,MM,1015.9,25.3,25.3,MM,MM,MM,MM,41038
2021,09,03,20,08,70,4.0,5.0,MM,MM,MM,MM,1015.9,24.9,25.2,MM,MM,MM,MM,41038
2021,09,03,19,08,70,4.0,7.0,MM,MM,MM,MM,1016.7,24.9,25.1,MM,MM,MM,MM,41038
2021,09,03,18,08,60,5.0,8.0,MM,MM,MM,MM,1017.2,24.3,25.0,MM,MM,MM,MM,41038
2021,09,03,17,08,50,5.0,9.0,MM,MM,MM,MM,1017.9,23.9,25.0,MM,MM,MM,MM,41038
2021,09,03,16,08,40,7.0,10.0,MM,MM,MM,MM,1017.9,23.5,24.9,MM,MM,MM,MM,41038
2021,09,03,15,08,50,8.0,11.0,MM,MM,MM,MM,1018.2,23.3,24.9,MM,MM,MM,MM,41038
2021,09,03,14,08,40,8.0,11.0,MM,MM,MM,MM,1017.7,22.7,24.9,MM,MM,MM,MM,41038
2021,09,03,13,08,40,8.0,11.0,MM,MM,MM,MM,1016.9,22.3,24.9,MM,MM,MM,MM,41038
2021,09,03,12,08,40,8.0,10.0,MM,MM,MM,MM,1016.4,22.0,25.0,MM,MM,MM,MM,41038
2021,09,03,11,08,40,8.0,11.0,MM,MM,MM,MM,1015.8,22.2,25.0,MM,MM,MM,MM,41038
2021,09,03,10,08,30,7.0,10.0,MM,MM,MM,MM,1014.8,22.2,25.1,MM,MM,MM,MM,41038
2021,09,03,09,08,30,8.0,10.0,MM,MM,MM,MM,1014.6,22.3,25.1,MM,MM,MM,MM,41038
2021,09,03,08,08,40,8.0,11.0,MM,MM,MM,MM,1014.7,23.0,25.1,MM,MM,MM,MM,41038
2021,09,03,07,08,40,8.0,12.0,MM,MM,MM,MM,1014.9,22.8,25.2,MM,MM,MM,MM,41038
2021,09,03,06,08,40,7.0,10.0,MM,MM,MM,MM,1014.9,22.8,25.2,MM,MM,MM,MM,41038
2021,09,03,05,08,30,7.0,10.0,MM,MM,MM,MM,1015.4,22.9,25.2,MM,MM,MM,MM,41038
2021,09,03,04,08,40,7.0,10.0,MM,MM,MM,MM,1015.5,23.5,25.1,MM,MM,MM,MM,41038
2021,09,03,03,08,40,8.0,11.0,MM,MM,MM,MM,1015.5,24.0,25.2,MM,MM,MM,MM,41038
2021,09,03,02,08,40,7.0,9.0,MM,MM,MM,MM,1015.2,24.2,25.2,MM,MM,MM,MM,41038
2021,09,03,01,08,50,6.0,8.0,MM,MM,MM,MM,1014.7,24.5,25.2,MM,MM,MM,MM,41038
2021,09,03,00,08,70,6.0,8.0,MM,MM,MM,MM,1013.5,24.1,25.2,MM,MM,MM,MM,41038
2021,09,02,23,08,60,6.0,10.0,MM,MM,MM,MM,1012.8,24.2,25.3,MM,MM,MM,MM,41038
2021,09,02,22,08,60,6.0,9.0,MM,MM,MM,MM,1012.5,24.6,25.3,MM,MM,MM,MM,41038
2021,09,02,21,08,50,5.0,7.0,MM,MM,MM,MM,1012.2,24.5,25.4,MM,MM,MM,MM,41038
2021,09,02,20,08,60,5.0,7.0,MM,MM,MM,MM,1012.3,24.1,25.4,MM,MM,MM,MM,41038
2021,09,02,19,08,60,5.0,7.0,MM,MM,MM,MM,1012.2,23.9,25.3,MM,MM,MM,MM,41038
2021,09,02,18,08,50,4.0,7.0,MM,MM,MM,MM,1012.3,23.5,25.2,MM,MM,MM,MM,41038
2021,09,02,17,08,30,5.0,8.0,MM,MM,MM,MM,1012.4,23.0,25.1,MM,MM,MM,MM,41038
2021,09,02,16,08,20,7.0,9.0,MM,MM,MM,MM,1012.4,22.2,25.1,MM,MM,MM,MM,41038
2021,09,02,15,08,10,6.0,10.0,MM,MM,MM,MM,1011.7,22.0,25.0,MM,MM,MM,MM,41038
2021,09,02,14,08,20,8.0,11.0,MM,MM,MM,MM,1011.5,21.9,25.0,MM,MM,MM,MM,41038
2021,09,02,13,08,10,7.0,10.0,MM,MM,MM,MM,1010.8,21.9,25.0,MM,MM,MM,MM,41038
2021,09,02,12,08,10,8.0,11.0,MM,MM,MM,MM,1010.3,22.3,25.0,MM,MM,MM,MM,41038
2021,09,02,11,08,10,9.0,12.0,MM,MM,MM,MM,1009.4,22.5,25.1,MM,MM,MM,MM,41038
2021,09,02,10,08,10,8.0,11.0,MM,MM,MM,MM,1007.5,23.2,25.1,MM,MM,MM,MM,41038
2021,09,02,09,08,320,4.0,5.0,MM,MM,MM,MM,1007.1,25.4,25.1,MM,MM,MM,MM,41038
2021,09,02,08,08,280,3.0,4.0,MM,MM,MM,MM,1006.8,25.7,25.1,MM,MM,MM,MM,41038
2021,09,02,07,08,260,2.0,4.0,MM,MM,MM,MM,1006.5,25.6,25.0,MM,MM,MM,MM,41038
2021,09,02,06,08,280,3.0,5.0,MM,MM,MM,MM,1006.6,25.8,25.0,MM,MM,MM,MM,41038
