#YY,MM,DD,hh,mm,WDIR,WSPD,GST,WVHT,DPD,APD,MWD,PRES,ATMP,WTMP,DEWP,VIS,PTDY,TIDE,READING_STATION_ID
#yr,mo,dy,hr,mn,degT,m/s,m/s,m,sec,sec,degT,hPa,degC,degC,degC,nmi,hPa,ft,45023
2021,09,11,02,40,160,5.0,5.0,0.2,MM,MM,176,1008.0,20.1,18.9,13.6,MM,MM,MM,45023
2021,09,11,02,35,200,5.0,5.0,0.2,MM,MM,174,1008.0,20.2,18.9,13.7,MM,MM,MM,45023
2021,09,11,02,30,150,5.0,6.0,0.2,MM,MM,174,1008.1,20.1,18.9,13.6,MM,MM,MM,45023
2021,09,11,02,25,200,5.0,6.0,0.2,MM,MM,174,1008.2,20.0,18.9,13.7,MM,MM,MM,45023
2021,09,11,02,20,130,5.0,6.0,0.2,MM,MM,174,1008.3,19.9,18.9,13.8,MM,MM,MM,45023
2021,09,11,02,15,170,5.0,6.0,0.2,MM,MM,174,1008.4,19.8,18.9,13.8,MM,MM,MM,45023
2021,09,11,02,10,160,5.0,6.0,0.2,MM,MM,174,1008.5,19.7,19.0,13.8,MM,MM,MM,45023
2021,09,11,02,05,160,5.0,6.0,0.2,MM,MM,174,1008.7,19.6,19.0,13.8,MM,MM,MM,45023
2021,09,11,02,00,130,5.0,6.0,0.2,MM,MM,174,1008.7,19.6,19.0,13.9,MM,-1.1,MM,45023
2021,09,11,01,55,140,5.0,6.0,0.2,MM,MM,152,1008.7,19.5,19.0,14.0,MM,MM,MM,45023
2021,09,11,01,50,120,5.0,5.0,0.2,MM,MM,152,1008.8,19.5,19.0,14.0,MM,MM,MM,45023
2021,09,11,01,45,160,5.0,5.0,0.2,MM,MM,152,1008.9,19.4,19.0,13.9,MM,MM,MM,45023
2021,09,11,01,40,120,5.0,5.0,0.2,MM,MM,152,1009.0,19.4,19.0,13.9,MM,MM,MM,45023
2021,09,11,01,35,130,5.0,5.0,0.2,MM,MM,111,1009.0,19.4,19.0,13.9,MM,MM,MM,45023
2021,09,11,01,30,220,4.0,5.0,0.2,MM,MM,111,1009.0,19.3,19.1,13.9,MM,MM,MM,45023
2021,09,11,01,25,140,5.0,5.0,0.2,MM,MM,111,1009.0,19.3,19.1,13.8,MM,MM,MM,45023
2021,09,11,01,20,150,5.0,5.0,0.2,MM,MM,111,1009.0,19.1,19.1,13.8,MM,MM,MM,45023
2021,09,11,01,15,170,4.0,5.0,0.2,MM,MM,259,1009.0,19.2,19.1,13.8,MM,MM,MM,45023
2021,09,11,01,10,200,4.0,5.0,0.2,MM,MM,259,1009.0,19.2,19.1,13.7,MM,MM,MM,45023
2021,09,11,01,05,180,4.0,5.0,0.2,MM,MM,259,1009.1,19.3,19.1,14.1,MM,MM,MM,45023
2021,09,11,01,00,150,3.0,4.0,0.2,MM,MM,259,1009.1,19.4,19.1,14.0,MM,-1.6,MM,45023
2021,09,11,00,55,150,5.0,5.0,0.1,MM,MM,261,1009.0,19.4,19.1,13.5,MM,MM,MM,45023
2021,09,11,00,50,120,5.0,5.0,0.1,MM,MM,261,1009.0,19.4,19.1,13.6,MM,MM,MM,45023
2021,09,11,00,45,130,4.0,5.0,0.1,MM,MM,261,1009.0,19.5,19.2,13.5,MM,MM,MM,45023
2021,09,11,00,40,120,4.0,4.0,0.1,MM,MM,261,1009.1,19.6,19.2,13.5,MM,MM,MM,45023
2021,09,11,00,35,140,4.0,4.0,0.1,MM,MM,266,1009.2,19.6,19.2,13.5,MM,MM,MM,45023
2021,09,11,00,30,140,4.0,4.0,0.1,MM,MM,266,1009.2,19.7,19.2,13.2,MM,MM,MM,45023
2021,09,11,00,25,130,4.0,4.0,0.1,MM,MM,266,1009.2,19.7,19.2,13.3,MM,MM,MM,45023
2021,09,11,00,20,140,3.0,4.0,0.1,MM,MM,266,1009.1,19.7,19.2,13.5,MM,MM,MM,45023
2021,09,11,00,15,110,3.0,4.0,0.1,MM,MM,262,1009.3,19.8,19.2,13.8,MM,MM,MM,45023
2021,09,11,00,10,130,3.0,4.0,0.1,MM,MM,262,1009.3,19.9,19.2,13.7,MM,MM,MM,45023
2021,09,11,00,05,110,3.0,4.0,0.1,MM,MM,262,1009.3,20.1,19.2,13.8,MM,MM,MM,45023
2021,09,11,00,00,120,3.0,4.0,0.1,MM,MM,262,1009.3,20.2,19.2,13.9,MM,-1.9,MM,45023
2021,09,10,23,55,130,4.0,4.0,0.1,MM,MM,265,1009.3,20.4,19.1,14.1,MM,MM,MM,45023
2021,09,10,23,50,130,4.0,5.0,0.1,MM,MM,265,1009.3,20.5,19.1,14.2,MM,MM,MM,45023
2021,09,10,23,45,100,3.0,5.0,0.1,MM,MM,265,1009.3,20.0,19.1,14.1,MM,MM,MM,45023
2021,09,10,23,40,100,2.0,3.0,0.1,MM,MM,265,1009.4,20.2,19.1,12.9,MM,MM,MM,45023
2021,09,10,23,35,80,2.0,2.0,0.1,MM,MM,264,1009.4,20.6,19.1,11.0,MM,MM,MM,45023
2021,09,10,23,30,70,1.0,1.0,0.1,MM,MM,264,1009.4,20.9,19.1,9.7,MM,MM,MM,45023
2021,09,10,23,25,90,1.0,1.0,0.1,MM,MM,264,1009.4,20.3,19.1,11.1,MM,MM,MM,45023
2021,09,10,23,20,70,1.0,1.0,0.1,MM,MM,264,1009.4,20.5,19.1,11.3,MM,MM,MM,45023
2021,09,10,23,15,110,1.0,1.0,0.2,MM,MM,267,1009.5,20.4,19.1,10.3,MM,MM,MM,45023
2021,09,10,23,10,90,1.0,1.0,0.2,MM,MM,267,1009.7,20.1,19.1,11.7,MM,MM,MM,45023
2021,09,10,23,05,120,1.0,2.0,0.2,MM,MM,267,1009.8,19.8,19.1,12.5,MM,MM,MM,45023
