#YY,MM,DD,hh,mm,WDIR,WSPD,GST,WVHT,DPD,APD,MWD,PRES,ATMP,WTMP,DEWP,VIS,PTDY,TIDE,READING_STATION_ID
#yr,mo,dy,hr,mn,degT,m/s,m/s,m,sec,sec,degT,hPa,degC,degC,degC,nmi,hPa,ft,41024
2021,09,11,15,08,60,3.0,5.0,MM,MM,MM,MM,1025.5,25.2,27.1,MM,MM,MM,MM,41024
2021,09,11,14,08,50,4.0,5.0,MM,MM,MM,MM,1025.3,24.5,27.1,MM,MM,MM,MM,41024
2021,09,11,13,08,60,4.0,4.0,MM,MM,MM,MM,1024.9,23.5,27.1,MM,MM,MM,MM,41024
2021,09,11,12,08,50,4.0,6.0,MM,MM,MM,MM,1024.8,22.6,27.2,MM,MM,MM,MM,41024
2021,09,11,11,08,50,4.0,6.0,MM,MM,MM,MM,1023.7,22.8,27.2,MM,MM,MM,MM,41024
2021,09,11,10,08,60,4.0,6.0,MM,MM,MM,MM,1022.8,23.1,27.2,MM,MM,MM,MM,41024
2021,09,11,09,08,60,5.0,6.0,MM,MM,MM,MM,1022.4,23.7,27.3,MM,MM,MM,MM,41024
2021,09,11,08,08,50,5.0,7.0,MM,MM,MM,MM,1021.9,23.7,27.3,MM,MM,MM,MM,41024
2021,09,11,07,08,60,5.0,6.0,MM,MM,MM,MM,1022.0,23.9,27.3,MM,MM,MM,MM,41024
2021,09,11,06,08,70,5.0,7.0,MM,MM,MM,MM,1022.0,24.2,27.3,MM,MM,MM,MM,41024
2021,09,11,05,08,60,5.0,7.0,MM,MM,MM,MM,1021.8,24.5,27.3,MM,MM,MM,MM,41024
2021,09,11,04,08,60,4.0,5.0,MM,MM,MM,MM,1021.5,24.3,27.4,MM,MM,MM,MM,41024
2021,09,11,03,08,50,4.0,5.0,MM,MM,MM,MM,1020.7,24.5,27.4,MM,MM,MM,MM,41024
2021,09,11,02,08,30,3.0,3.0,MM,MM,MM,MM,1020.3,25.2,27.5,MM,MM,MM,MM,41024
2021,09,11,01,08,40,2.0,3.0,MM,MM,MM,MM,1019.9,25.5,27.5,MM,MM,MM,MM,41024
2021,09,11,00,08,30,3.0,4.0,MM,MM,MM,MM,1019.0,25.4,27.6,MM,MM,MM,MM,41024
2021,09,10,23,08,360,4.0,5.0,MM,MM,MM,MM,1018.5,26.0,27.8,MM,MM,MM,MM,41024
2021,09,10,22,08,350,3.0,6.0,MM,MM,MM,MM,1018.5,26.5,28.0,MM,MM,MM,MM,41024
2021,09,10,21,08,350,4.0,7.0,MM,MM,MM,MM,1018.2,26.1,28.1,MM,MM,MM,MM,41024
2021,09,10,20,08,280,2.0,3.0,MM,MM,MM,MM,1018.5,25.5,28.0,MM,MM,MM,MM,41024
2021,09,10,19,08,170,2.0,4.0,MM,MM,MM,MM,1017.8,25.5,28.0,MM,MM,MM,MM,41024
2021,09,10,18,08,80,2.0,3.0,MM,MM,MM,MM,1019.1,25.2,27.6,MM,MM,MM,MM,41024
2021,09,10,17,08,30,4.0,6.0,MM,MM,MM,MM,1019.3,24.4,27.4,MM,MM,MM,MM,41024
2021,09,10,16,08,30,5.0,7.0,MM,MM,MM,MM,1019.4,23.4,27.3,MM,MM,MM,MM,41024
2021,09,10,15,08,30,7.0,9.0,MM,MM,MM,MM,1018.6,22.2,27.2,MM,MM,MM,MM,41024
2021,09,10,14,08,20,7.0,10.0,MM,MM,MM,MM,1018.2,21.9,27.2,MM,MM,MM,MM,41024
2021,09,10,13,08,20,9.0,11.0,MM,MM,MM,MM,1017.5,20.4,27.3,MM,MM,MM,MM,41024
2021,09,10,12,08,10,8.0,12.0,MM,MM,MM,MM,1016.8,20.0,27.3,MM,MM,MM,MM,41024
2021,09,10,11,08,360,7.0,8.0,MM,MM,MM,MM,1015.6,19.5,27.3,MM,MM,MM,MM,41024
2021,09,10,10,08,360,4.0,6.0,MM,MM,MM,MM,1015.2,19.9,27.4,MM,MM,MM,MM,41024
2021,09,10,09,08,360,4.0,6.0,MM,MM,MM,MM,1014.5,20.3,27.4,MM,MM,MM,MM,41024
2021,09,10,08,08,360,4.0,6.0,MM,MM,MM,MM,1014.1,20.6,27.4,MM,MM,MM,MM,41024
2021,09,10,07,08,350,5.0,7.0,MM,MM,MM,MM,1013.9,21.1,27.5,MM,MM,MM,MM,41024
2021,09,10,06,08,350,6.0,7.0,MM,MM,MM,MM,1013.6,21.3,27.5,MM,MM,MM,MM,41024
2021,09,10,05,08,350,7.0,9.0,MM,MM,MM,MM,1013.7,21.8,27.5,MM,MM,MM,MM,41024
2021,09,10,04,08,350,5.0,7.0,MM,MM,MM,MM,1013.1,22.1,27.5,MM,MM,MM,MM,41024
2021,09,10,03,08,360,5.0,7.0,MM,MM,MM,MM,1012.7,22.7,27.6,MM,MM,MM,MM,41024
2021,09,10,02,08,360,6.0,8.0,MM,MM,MM,MM,1012.2,23.0,27.6,MM,MM,MM,MM,41024
2021,09,10,01,08,360,6.0,9.0,MM,MM,MM,MM,1011.5,23.0,27.7,MM,MM,MM,MM,41024
2021,09,10,00,08,360,6.0,8.0,MM,MM,MM,MM,1010.5,23.3,27.7,MM,MM,MM,MM,41024
2021,09,09,23,08,350,5.0,10.0,MM,MM,MM,MM,1009.3,25.0,27.8,MM,MM,MM,MM,41024
2021,09,09,22,08,90,2.0,3.0,MM,MM,MM,MM,1009.3,24.7,27.8,MM,MM,MM,MM,41024
2021,09,09,21,08,90,3.0,4.0,MM,MM,MM,MM,1009.3,24.0,27.9,MM,MM,MM,MM,41024
2021,09,09,20,08,50,3.0,4.0,MM,MM,MM,MM,1009.7,23.5,27.7,MM,MM,MM,MM,41024
2021,09,09,19,08,350,5.0,7.0,MM,MM,MM,MM,1009.9,22.5,27.6,MM,MM,MM,MM,41024
2021,09,09,18,08,160,3.0,5.0,MM,MM,MM,MM,1010.3,22.5,27.6,MM,MM,MM,MM,41024
2021,09,09,17,08,320,5.0,7.0,MM,MM,MM,MM,1011.0,22.4,27.6,MM,MM,MM,MM,41024
2021,09,09,16,08,340,5.0,7.0,MM,MM,MM,MM,1011.3,22.5,27.7,MM,MM,MM,MM,41024
2021,09,09,15,08,320,5.0,7.0,MM,MM,MM,MM,1012.3,23.3,27.7,MM,MM,MM,MM,41024
2021,09,09,14,08,320,6.0,8.0,MM,MM,MM,MM,1011.9,24.3,27.8,MM,MM,MM,MM,41024
2021,09,09,13,08,310,5.0,7.0,MM,MM,MM,MM,1012.0,24.5,27.7,MM,MM,MM,MM,41024
2021,09,09,12,08,290,6.0,8.0,MM,MM,MM,MM,1011.4,25.0,27.7,MM,MM,MM,MM,41024
2021,09,09,11,08,280,7.0,10.0,MM,MM,MM,MM,1012.1,25.8,27.7,MM,MM,MM,MM,41024
2021,09,09,10,08,270,8.0,10.0,MM,MM,MM,MM,1011.9,26.0,27.7,MM,MM,MM,MM,41024
2021,09,09,09,08,250,6.0,9.0,MM,MM,MM,MM,1011.8,25.9,27.7,MM,MM,MM,MM,41024
2021,09,09,08,08,270,7.0,9.0,MM,MM,MM,MM,1011.7,26.2,27.8,MM,MM,MM,MM,41024
2021,09,09,07,08,240,8.0,10.0,MM,MM,MM,MM,1011.9,26.2,27.8,MM,MM,MM,MM,41024
2021,09,09,06,08,240,8.0,11.0,MM,MM,MM,MM,1012.3,26.1,27.8,MM,MM,MM,MM,41024
2021,09,09,05,08,250,8.0,11.0,MM,MM,MM,MM,1012.5,25.9,27.9,MM,MM,MM,MM,41024
2021,09,09,04,08,260,7.0,10.0,MM,MM,MM,MM,1012.7,25.5,28.0,MM,MM,MM,MM,41024
2021,09,09,03,08,240,9.0,14.0,MM,MM,MM,MM,1012.8,25.2,28.1,MM,MM,MM,MM,41024
2021,09,09,02,08,240,8.0,11.0,MM,MM,MM,MM,1013.6,27.1,28.2,MM,MM,MM,MM,41024
2021,09,09,01,08,230,8.0,11.0,MM,MM,MM,MM,1012.6,27.1,28.3,MM,MM,MM,MM,41024
2021,09,09,00,08,220,7.0,10.0,MM,MM,MM,MM,1012.7,27.4,28.3,MM,MM,MM,MM,41024
2021,09,08,23,08,210,7.0,9.0,MM,MM,MM,MM,1013.2,27.4,28.3,MM,MM,MM,MM,41024
2021,09,08,22,08,200,5.0,8.0,MM,MM,MM,MM,1013.1,27.3,28.3,MM,MM,MM,MM,41024
2021,09,08,21,08,210,8.0,11.0,MM,MM,MM,MM,1012.6,27.5,28.4,MM,MM,MM,MM,41024
2021,09,08,20,08,190,7.0,10.0,MM,MM,MM,MM,1012.1,27.6,28.5,MM,MM,MM,MM,41024
2021,09,08,19,08,200,7.0,9.0,MM,MM,MM,MM,1013.1,27.6,28.4,MM,MM,MM,MM,41024
2021,09,08,18,08,200,6.0,8.0,MM,MM,MM,MM,1014.3,27.4,28.4,MM,MM,MM,MM,41024
2021,09,08,17,08,210,5.0,7.0,MM,MM,MM,MM,1015.2,27.4,28.2,MM,MM,MM,MM,41024
2021,09,08,16,08,220,5.0,7.0,MM,MM,MM,MM,1016.0,27.5,28.1,MM,MM,MM,MM,41024
2021,09,08,15,08,250,4.0,5.0,MM,MM,MM,MM,1016.0,27.3,27.9,MM,MM,MM,MM,41024
2021,09,08,14,08,260,3.0,5.0,MM,MM,MM,MM,1015.8,27.2,27.8,MM,MM,MM,MM,41024
2021,09,08,13,08,270,5.0,6.0,MM,MM,MM,MM,1015.5,27.1,27.7,MM,MM,MM,MM,41024
2021,09,08,12,08,270,5.0,6.0,MM,MM,MM,MM,1015.6,27.1,27.7,MM,MM,MM,MM,41024
2021,09,08,11,08,270,5.0,7.0,MM,MM,MM,MM,1015.3,27.1,27.7,MM,MM,MM,MM,41024
2021,09,08,10,08,270,6.0,8.0,MM,MM,MM,MM,1015.1,27.1,27.7,MM,MM,MM,MM,41024
2021,09,08,09,08,280,6.0,8.0,MM,MM,MM,MM,1015.0,27.2,27.8,MM,MM,MM,MM,41024
2021,09,08,08,08,270,5.0,7.0,MM,MM,MM,MM,1015.2,27.1,27.8,MM,MM,MM,MM,41024
2021,09,08,07,08,270,5.0,7.0,MM,MM,MM,MM,1015.6,27.1,27.8,MM,MM,MM,MM,41024
2021,09,08,06,08,260,5.0,7.0,MM,MM,MM,MM,1015.9,27.0,27.8,MM,MM,MM,MM,41024
2021,09,08,05,08,260,6.0,8.0,MM,MM,MM,MM,1016.5,27.0,27.8,MM,MM,MM,MM,41024
2021,09,08,04,08,250,5.0,7.0,MM,MM,MM,MM,1016.4,27.0,27.9,MM,MM,MM,MM,41024
2021,09,08,03,08,240,4.0,5.0,MM,MM,MM,MM,1016.0,26.7,27.9,MM,MM,MM,MM,41024
2021,09,08,02,08,200,4.0,5.0,MM,MM,MM,MM,1016.1,27.0,27.9,MM,MM,MM,MM,41024
2021,09,08,01,08,180,4.0,5.0,MM,MM,MM,MM,1015.9,26.9,27.9,MM,MM,MM,MM,41024
2021,09,08,00,08,170,2.0,3.0,MM,MM,MM,MM,1015.4,26.8,27.9,MM,MM,MM,MM,41024
2021,09,07,23,08,120,2.0,3.0,MM,MM,MM,MM,1015.3,26.8,28.0,MM,MM,MM,MM,41024
2021,09,07,22,08,120,3.0,4.0,MM,MM,MM,MM,1015.6,26.1,28.1,MM,MM,MM,MM,41024
2021,09,07,21,08,110,4.0,6.0,MM,MM,MM,MM,1015.4,26.0,28.2,MM,MM,MM,MM,41024
