#YY,MM,DD,hh,mm,WDIR,WSPD,GST,WVHT,DPD,APD,MWD,PRES,ATMP,WTMP,DEWP,VIS,PTDY,TIDE,READING_STATION_ID
#yr,mo,dy,hr,mn,degT,m/s,m/s,m,sec,sec,degT,hPa,degC,degC,degC,nmi,hPa,ft,44039
2021,09,08,21,00,170,9.0,12.0,0.9,3,MM,MM,MM,24.6,22.9,MM,MM,MM,MM,44039
2021,09,08,20,00,180,9.0,13.0,0.9,3,MM,MM,MM,25.1,22.7,MM,MM,MM,MM,44039
2021,09,08,19,00,180,9.0,12.0,0.7,3,MM,MM,MM,25.1,22.7,MM,MM,MM,MM,44039
2021,09,08,18,00,190,9.0,11.0,0.7,3,MM,MM,MM,24.9,22.7,MM,MM,MM,MM,44039
2021,09,08,17,00,200,8.0,11.0,0.5,MM,MM,MM,MM,24.7,22.7,MM,MM,MM,MM,44039
2021,09,08,16,00,200,7.0,10.0,0.4,3,MM,MM,MM,24.4,22.5,MM,MM,MM,MM,44039
2021,09,08,15,00,200,6.0,8.0,0.4,4,MM,MM,MM,23.8,22.5,MM,MM,MM,MM,44039
2021,09,08,14,00,210,6.0,9.0,0.4,3,MM,MM,MM,23.4,22.5,MM,MM,MM,MM,44039
2021,09,08,13,00,200,6.0,7.0,0.3,3,MM,MM,MM,22.7,22.5,MM,MM,MM,MM,44039
2021,09,08,12,00,210,6.0,8.0,0.3,2,MM,MM,MM,22.6,22.5,MM,MM,MM,MM,44039
2021,09,08,11,00,200,6.0,7.0,0.3,2,MM,MM,MM,22.4,22.5,MM,MM,MM,MM,44039
2021,09,08,10,00,180,5.0,6.0,0.3,2,MM,MM,MM,22.3,22.5,MM,MM,MM,MM,44039
2021,09,08,09,00,170,5.0,6.0,0.4,2,MM,MM,MM,22.1,22.4,MM,MM,MM,MM,44039
2021,09,08,08,00,180,6.0,7.0,0.4,3,MM,MM,MM,22.2,22.5,MM,MM,MM,MM,44039
2021,09,08,07,00,170,6.0,8.0,0.4,2,MM,MM,MM,21.9,22.4,MM,MM,MM,MM,44039
2021,09,08,06,00,180,6.0,7.0,0.4,3,MM,MM,MM,22.0,22.4,MM,MM,MM,MM,44039
2021,09,08,05,00,190,7.0,10.0,0.5,3,MM,MM,MM,22.2,22.4,MM,MM,MM,MM,44039
2021,09,08,04,00,190,7.0,9.0,0.3,MM,MM,MM,MM,21.9,22.4,MM,MM,MM,MM,44039
2021,09,08,03,00,200,5.0,7.0,0.3,MM,MM,MM,MM,22.0,22.5,MM,MM,MM,MM,44039
2021,09,08,02,00,200,6.0,8.0,0.3,3,MM,MM,MM,22.2,22.7,MM,MM,MM,MM,44039
2021,09,08,01,00,200,6.0,8.0,0.3,3,MM,MM,MM,22.4,22.6,MM,MM,MM,MM,44039
2021,09,08,00,00,200,5.0,8.0,0.2,MM,MM,MM,MM,23.4,22.9,MM,MM,MM,MM,44039
2021,09,07,23,00,220,3.0,4.0,0.2,MM,MM,MM,MM,23.8,23.0,MM,MM,MM,MM,44039
2021,09,07,22,00,230,4.0,6.0,0.4,3,MM,MM,MM,24.0,23.1,MM,MM,MM,MM,44039
2021,09,07,21,00,210,5.0,7.0,0.4,3,MM,MM,MM,23.8,23.0,MM,MM,MM,MM,44039
2021,09,07,20,00,220,6.0,8.0,0.5,3,MM,MM,MM,23.4,23.0,MM,MM,MM,MM,44039
2021,09,07,19,00,220,6.0,8.0,0.5,3,MM,MM,MM,23.2,22.9,MM,MM,MM,MM,44039
2021,09,07,18,00,230,7.0,8.0,0.5,3,MM,MM,MM,22.9,22.8,MM,MM,MM,MM,44039
2021,09,07,17,00,240,6.0,7.0,0.4,3,MM,MM,MM,22.3,22.6,MM,MM,MM,MM,44039
2021,09,07,16,00,270,5.0,7.0,0.3,3,MM,MM,MM,21.2,22.5,MM,MM,MM,MM,44039
2021,09,07,15,00,250,5.0,6.0,0.3,3,MM,MM,MM,20.6,22.5,MM,MM,MM,MM,44039
2021,09,07,14,00,280,4.0,6.0,0.3,3,MM,MM,MM,20.6,22.4,MM,MM,MM,MM,44039
2021,09,07,13,00,280,5.0,7.0,0.2,MM,MM,MM,MM,20.6,22.5,MM,MM,MM,MM,44039
2021,09,07,12,00,290,5.0,7.0,0.2,MM,MM,MM,MM,20.7,22.5,MM,MM,MM,MM,44039
2021,09,07,11,00,280,6.0,8.0,0.2,MM,MM,MM,MM,21.2,22.5,MM,MM,MM,MM,44039
2021,09,07,10,00,270,4.0,5.0,0.2,MM,MM,MM,MM,20.8,22.5,MM,MM,MM,MM,44039
2021,09,07,09,00,300,4.0,5.0,0.2,MM,MM,MM,MM,21.1,22.5,MM,MM,MM,MM,44039
2021,09,07,08,00,290,5.0,5.0,0.3,3,MM,MM,MM,21.3,22.5,MM,MM,MM,MM,44039
2021,09,07,07,00,280,4.0,5.0,0.3,3,MM,MM,MM,21.7,22.5,MM,MM,MM,MM,44039
2021,09,07,06,00,310,4.0,6.0,0.4,3,MM,MM,MM,21.6,22.4,MM,MM,MM,MM,44039
2021,09,07,05,00,320,6.0,8.0,0.5,3,MM,MM,MM,22.0,22.4,MM,MM,MM,MM,44039
2021,09,07,04,00,300,7.0,8.0,0.5,3,MM,MM,MM,22.7,22.4,MM,MM,MM,MM,44039
2021,09,07,03,00,300,5.0,8.0,0.4,3,MM,MM,MM,22.9,22.4,MM,MM,MM,MM,44039
2021,09,07,02,00,300,7.0,9.0,0.3,3,MM,MM,MM,23.4,22.5,MM,MM,MM,MM,44039
2021,09,07,01,00,300,6.0,7.0,0.3,3,MM,MM,MM,23.9,22.6,MM,MM,MM,MM,44039
2021,09,07,00,00,290,5.0,8.0,0.4,3,MM,MM,MM,24.4,23.0,MM,MM,MM,MM,44039
2021,09,06,23,00,270,6.0,9.0,0.5,3,MM,MM,MM,24.8,22.8,MM,MM,MM,MM,44039
2021,09,06,22,00,250,6.0,8.0,0.5,3,MM,MM,MM,24.9,23.0,MM,MM,MM,MM,44039
2021,09,06,21,00,220,6.0,8.0,0.4,3,MM,MM,MM,25.1,23.1,MM,MM,MM,MM,44039
2021,09,06,20,00,210,6.0,8.0,0.4,3,MM,MM,MM,24.6,23.1,MM,MM,MM,MM,44039
2021,09,06,19,00,220,7.0,9.0,0.4,2,MM,MM,MM,24.0,23.0,MM,MM,MM,MM,44039
2021,09,06,18,00,220,6.0,8.0,0.4,3,MM,MM,MM,22.9,23.0,MM,MM,MM,MM,44039
2021,09,06,17,00,240,6.0,7.0,0.4,3,MM,MM,MM,22.5,22.7,MM,MM,MM,MM,44039
2021,09,06,16,00,260,6.0,8.0,0.4,3,MM,MM,MM,22.2,22.5,MM,MM,MM,MM,44039
2021,09,06,15,00,300,4.0,6.0,0.3,3,MM,MM,MM,21.6,22.4,MM,MM,MM,MM,44039
2021,09,06,14,00,300,4.0,6.0,0.3,3,MM,MM,MM,21.3,22.4,MM,MM,MM,MM,44039
2021,09,06,13,00,290,5.0,7.0,0.3,4,MM,MM,MM,21.7,22.4,MM,MM,MM,MM,44039
2021,09,06,12,00,270,5.0,7.0,0.3,3,MM,MM,MM,22.1,22.5,MM,MM,MM,MM,44039
2021,09,06,11,00,240,6.0,8.0,0.3,3,MM,MM,MM,22.0,22.5,MM,MM,MM,MM,44039
2021,09,06,10,00,220,5.0,7.0,0.4,3,MM,MM,MM,22.1,22.5,MM,MM,MM,MM,44039
2021,09,06,09,00,220,6.0,8.0,0.4,3,MM,MM,MM,22.1,22.5,MM,MM,MM,MM,44039
2021,09,06,08,00,210,7.0,9.0,0.4,3,MM,MM,MM,21.9,22.5,MM,MM,MM,MM,44039
2021,09,06,07,00,210,5.0,7.0,0.5,3,MM,MM,MM,22.1,22.4,MM,MM,MM,MM,44039
2021,09,06,06,00,220,6.0,8.0,0.4,3,MM,MM,MM,22.2,22.4,MM,MM,MM,MM,44039
2021,09,06,05,00,210,6.0,8.0,0.4,2,MM,MM,MM,22.1,22.4,MM,MM,MM,MM,44039
2021,09,06,04,00,200,6.0,8.0,0.5,2,MM,MM,MM,22.0,22.4,MM,MM,MM,MM,44039
2021,09,06,03,00,200,7.0,9.0,0.5,4,MM,MM,MM,21.8,22.4,MM,MM,MM,MM,44039
2021,09,06,02,00,210,8.0,11.0,0.6,4,MM,MM,MM,21.8,22.4,MM,MM,MM,MM,44039
2021,09,06,01,00,200,8.0,11.0,0.6,4,MM,MM,MM,21.6,22.4,MM,MM,MM,MM,44039
2021,09,06,00,00,200,8.0,11.0,0.6,4,MM,MM,MM,22.4,22.5,MM,MM,MM,MM,44039
2021,09,05,23,00,190,10.0,13.0,0.3,3,MM,MM,MM,22.1,22.5,MM,MM,MM,MM,44039
2021,09,05,22,00,190,9.0,12.0,0.4,3,MM,MM,MM,22.6,22.5,MM,MM,MM,MM,44039
2021,09,05,21,00,180,8.0,11.0,0.8,MM,MM,MM,MM,22.5,22.5,MM,MM,MM,MM,44039
2021,09,05,20,00,170,8.0,10.0,1.4,4,MM,MM,MM,22.4,22.6,MM,MM,MM,MM,44039
2021,09,05,14,00,210,6.0,9.0,1.4,4,MM,MM,MM,21.7,22.5,MM,MM,MM,MM,44039
2021,08,11,02,00,190,5.0,7.0,0.2,MM,MM,MM,MM,24.1,23.5,MM,MM,MM,MM,44039
2021,08,11,01,00,180,4.0,6.0,0.2,MM,MM,MM,MM,24.2,23.6,MM,MM,MM,MM,44039
2021,08,10,23,00,180,3.0,4.0,0.2,MM,MM,MM,MM,24.1,23.7,MM,MM,MM,MM,44039
2021,08,10,22,00,160,3.0,4.0,0.2,MM,MM,MM,MM,24.5,23.8,MM,MM,MM,MM,44039
2021,08,10,21,00,150,4.0,5.0,0.2,MM,MM,MM,MM,25.0,23.8,MM,MM,MM,MM,44039
2021,08,10,19,00,120,3.0,4.0,0.2,MM,MM,MM,MM,24.6,22.5,MM,MM,MM,MM,44039
2021,08,10,17,00,80,4.0,5.0,0.2,MM,MM,MM,MM,22.9,22.9,MM,MM,MM,MM,44039
2021,08,10,16,00,80,5.0,6.0,0.2,MM,MM,MM,MM,22.7,22.6,MM,MM,MM,MM,44039
2021,08,10,15,00,100,2.0,3.0,0.2,MM,MM,MM,MM,23.6,22.6,MM,MM,MM,MM,44039
2021,08,10,14,00,150,2.0,3.0,0.1,MM,MM,MM,MM,22.8,23.1,MM,MM,MM,MM,44039
2021,08,10,12,00,190,4.0,4.0,0.1,MM,MM,MM,MM,22.4,23.1,MM,MM,MM,MM,44039
2021,08,10,11,00,150,2.0,3.0,0.0,MM,MM,MM,MM,22.3,23.1,MM,MM,MM,MM,44039
2021,08,10,09,00,40,2.0,2.0,0.1,MM,MM,MM,MM,22.1,23.1,MM,MM,MM,MM,44039
2021,08,10,08,00,MM,0.0,1.0,0.0,MM,MM,MM,MM,22.1,23.0,MM,MM,MM,MM,44039
2021,08,10,06,00,MM,0.0,1.0,0.1,MM,MM,MM,MM,22.2,22.5,MM,MM,MM,MM,44039
2021,08,10,05,00,180,1.0,2.0,0.1,MM,MM,MM,MM,22.2,22.5,MM,MM,MM,MM,44039
2021,08,10,03,00,100,2.0,3.0,0.2,MM,MM,MM,MM,21.9,22.7,MM,MM,MM,MM,44039
2021,08,10,02,00,60,3.0,4.0,0.2,MM,MM,MM,MM,22.2,23.1,MM,MM,MM,MM,44039
2021,08,10,00,00,70,3.0,4.0,0.2,MM,MM,MM,MM,22.3,23.0,MM,MM,MM,MM,44039
2021,08,09,23,00,60,3.0,4.0,0.2,MM,MM,MM,MM,22.2,23.1,MM,MM,MM,MM,44039
2021,08,09,21,00,70,3.0,4.0,0.2,MM,MM,MM,MM,22.4,22.9,MM,MM,MM,MM,44039
2021,08,09,20,00,70,4.0,5.0,0.3,4,MM,MM,MM,22.4,22.6,MM,MM,MM,MM,44039
2021,08,09,18,00,80,6.0,8.0,0.5,3,MM,MM,MM,21.9,22.3,MM,MM,MM,MM,44039
2021,08,09,17,00,90,8.0,11.0,0.5,3,MM,MM,MM,21.8,21.2,MM,MM,MM,MM,44039
2021,08,09,15,00,80,6.0,8.0,0.4,3,MM,MM,MM,21.6,21.9,MM,MM,MM,MM,44039
2021,08,09,14,00,80,7.0,9.0,0.4,2,MM,MM,MM,21.9,22.4,MM,MM,MM,MM,44039
2021,08,09,12,00,50,7.0,9.0,0.5,3,MM,MM,MM,21.5,22.7,MM,MM,MM,MM,44039
2021,08,09,11,00,60,7.0,10.0,0.5,3,MM,MM,MM,21.7,22.8,MM,MM,MM,MM,44039
2021,08,09,09,00,60,6.0,8.0,0.4,3,MM,MM,MM,21.7,22.6,MM,MM,MM,MM,44039
2021,08,09,08,00,50,6.0,8.0,0.3,4,MM,MM,MM,21.7,22.2,MM,MM,MM,MM,44039
2021,08,09,06,00,50,6.0,9.0,0.3,3,MM,MM,MM,21.6,21.3,MM,MM,MM,MM,44039
2021,08,09,05,00,70,7.0,9.0,0.4,3,MM,MM,MM,21.5,21.2,MM,MM,MM,MM,44039
2021,08,09,03,00,80,7.0,8.0,0.3,2,MM,MM,MM,22.3,22.2,MM,MM,MM,MM,44039
2021,08,09,02,00,60,7.0,8.0,0.2,MM,MM,MM,MM,23.0,22.5,MM,MM,MM,MM,44039
2021,08,09,00,00,20,5.0,6.0,0.2,MM,MM,MM,MM,22.9,23.1,MM,MM,MM,MM,44039
2021,08,08,23,00,350,5.0,6.0,0.1,MM,MM,MM,MM,21.9,23.2,MM,MM,MM,MM,44039
2021,08,08,21,00,270,1.0,2.0,0.1,MM,MM,MM,MM,22.1,23.3,MM,MM,MM,MM,44039
2021,08,08,20,00,90,2.0,2.0,0.2,MM,MM,MM,MM,22.5,22.7,MM,MM,MM,MM,44039
2021,08,08,18,00,320,2.0,3.0,0.2,MM,MM,MM,MM,22.6,22.4,MM,MM,MM,MM,44039
2021,08,08,17,00,320,5.0,7.0,0.3,2,MM,MM,MM,22.1,22.3,MM,MM,MM,MM,44039
2021,08,08,15,00,130,1.0,2.0,0.2,MM,MM,MM,MM,21.7,22.2,MM,MM,MM,MM,44039
2021,08,08,14,00,20,6.0,7.0,0.2,MM,MM,MM,MM,22.1,22.4,MM,MM,MM,MM,44039
2021,08,08,12,00,280,3.0,4.0,0.3,3,MM,MM,MM,21.9,23.0,MM,MM,MM,MM,44039
2021,08,08,11,00,250,4.0,5.0,0.3,3,MM,MM,MM,21.7,23.1,MM,MM,MM,MM,44039
2021,08,08,09,00,210,8.0,11.0,0.5,2,MM,MM,MM,23.6,23.1,MM,MM,MM,MM,44039
2021,08,08,08,00,230,7.0,8.0,0.4,2,MM,MM,MM,23.8,23.3,MM,MM,MM,MM,44039
2021,08,08,06,00,210,4.0,4.0,0.2,MM,MM,MM,MM,23.4,23.0,MM,MM,MM,MM,44039
2021,08,08,05,00,230,3.0,4.0,0.3,3,MM,MM,MM,23.3,22.6,MM,MM,MM,MM,44039
2021,08,08,03,00,220,3.0,5.0,0.4,3,MM,MM,MM,23.5,22.7,MM,MM,MM,MM,44039
2021,08,08,02,00,240,4.0,6.0,0.4,4,MM,MM,MM,23.7,22.8,MM,MM,MM,MM,44039
2021,08,08,00,00,200,6.0,8.0,0.3,3,MM,MM,MM,24.4,23.6,MM,MM,MM,MM,44039
2021,08,07,23,00,190,5.0,6.0,0.2,MM,MM,MM,MM,25.4,23.9,MM,MM,MM,MM,44039
2021,08,07,21,00,200,1.0,2.0,0.2,MM,MM,MM,MM,26.1,24.5,MM,MM,MM,MM,44039
2021,08,07,20,00,220,2.0,3.0,0.2,MM,MM,MM,MM,26.2,24.1,MM,MM,MM,MM,44039
2021,08,07,18,00,220,4.0,4.0,0.2,MM,MM,MM,MM,25.3,23.5,MM,MM,MM,MM,44039
2021,08,07,17,00,220,3.0,6.0,0.2,MM,MM,MM,MM,24.8,22.9,MM,MM,MM,MM,44039
2021,08,07,15,00,240,3.0,4.0,0.3,3,MM,MM,MM,23.8,22.7,MM,MM,MM,MM,44039
2021,08,07,14,00,240,3.0,4.0,0.3,3,MM,MM,MM,23.4,22.7,MM,MM,MM,MM,44039
2021,08,07,12,00,230,4.0,5.0,0.3,3,MM,MM,MM,23.0,22.7,MM,MM,MM,MM,44039
2021,08,07,11,00,230,5.0,6.0,0.4,MM,MM,MM,MM,23.0,22.8,MM,MM,MM,MM,44039
2021,08,07,09,00,220,5.0,7.0,0.3,3,MM,MM,MM,23.0,22.8,MM,MM,MM,MM,44039
2021,08,07,08,00,220,4.0,5.0,0.4,3,MM,MM,MM,23.1,22.9,MM,MM,MM,MM,44039
2021,08,07,06,00,210,5.0,6.0,0.4,3,MM,MM,MM,23.2,22.8,MM,MM,MM,MM,44039
2021,08,07,05,00,200,4.0,6.0,0.4,3,MM,MM,MM,23.1,22.8,MM,MM,MM,MM,44039
2021,08,07,03,00,210,7.0,9.0,0.6,3,MM,MM,MM,23.2,22.7,MM,MM,MM,MM,44039
2021,08,07,02,00,210,7.0,10.0,0.4,3,MM,MM,MM,23.4,22.7,MM,MM,MM,MM,44039
2021,08,07,00,00,200,5.0,7.0,0.4,3,MM,MM,MM,24.9,23.7,MM,MM,MM,MM,44039
2021,08,06,23,00,200,6.0,7.0,0.3,2,MM,MM,MM,25.8,23.9,MM,MM,MM,MM,44039
2021,08,06,21,00,150,2.0,3.0,0.2,MM,MM,MM,MM,26.6,24.5,MM,MM,MM,MM,44039
2021,08,06,20,00,140,2.0,2.0,0.2,MM,MM,MM,MM,26.3,23.9,MM,MM,MM,MM,44039
2021,08,06,18,00,300,2.0,2.0,0.2,MM,MM,MM,MM,25.3,24.5,MM,MM,MM,MM,44039
2021,08,06,16,00,230,2.0,3.0,0.2,MM,MM,MM,MM,23.4,23.5,MM,MM,MM,MM,44039
2021,08,06,14,00,200,1.0,2.0,0.2,MM,MM,MM,MM,22.4,22.3,MM,MM,MM,MM,44039
2021,08,06,12,00,200,3.0,4.0,0.1,MM,MM,MM,MM,21.4,22.4,MM,MM,MM,MM,44039
2021,08,06,11,00,200,2.0,2.0,0.2,MM,MM,MM,MM,21.5,22.4,MM,MM,MM,MM,44039
2021,08,06,09,00,220,4.0,5.0,0.3,2,MM,MM,MM,21.3,22.4,MM,MM,MM,MM,44039
2021,08,06,08,00,220,5.0,6.0,0.3,2,MM,MM,MM,21.4,22.4,MM,MM,MM,MM,44039
2021,08,06,06,00,220,5.0,6.0,0.3,2,MM,MM,MM,21.8,22.4,MM,MM,MM,MM,44039
2021,08,06,05,00,220,5.0,6.0,0.4,2,MM,MM,MM,21.6,22.4,MM,MM,MM,MM,44039
2021,08,06,03,00,210,6.0,7.0,0.2,MM,MM,MM,MM,21.7,22.3,MM,MM,MM,MM,44039
2021,08,06,02,00,200,4.0,4.0,0.1,MM,MM,MM,MM,22.0,22.4,MM,MM,MM,MM,44039
2021,08,06,00,00,100,2.0,2.0,0.1,MM,MM,MM,MM,22.4,22.5,MM,MM,MM,MM,44039
2021,08,05,23,00,50,3.0,3.0,0.2,MM,MM,MM,MM,22.2,22.5,MM,MM,MM,MM,44039
2021,08,05,21,00,340,5.0,6.0,0.3,2,MM,MM,MM,22.0,22.5,MM,MM,MM,MM,44039
2021,08,05,20,00,330,5.0,6.0,0.3,2,MM,MM,MM,21.8,22.5,MM,MM,MM,MM,44039
2021,08,05,18,00,330,6.0,8.0,0.4,2,MM,MM,MM,21.2,22.5,MM,MM,MM,MM,44039
2021,08,05,15,00,340,6.0,8.0,0.4,3,MM,MM,MM,19.7,22.3,MM,MM,MM,MM,44039
2021,08,05,14,00,10,7.0,9.0,0.5,3,MM,MM,MM,19.6,22.2,MM,MM,MM,MM,44039
2021,08,05,13,00,20,9.0,12.0,0.6,3,MM,MM,MM,19.5,22.3,MM,MM,MM,MM,44039
2021,08,05,11,00,30,7.0,9.0,0.5,2,MM,MM,MM,19.4,22.5,MM,MM,MM,MM,44039
